Time,C6_avg,psi6,V,S_cnn,S_param
0.0,4.94667,0.11904,4,1,1
9.9999,4.92,0.12707000000000002,4,1,1
19.9999,4.96667,0.14590999999999998,4,1,1
29.9999,4.96667,0.12697999999999998,4,1,1
39.9999,4.94667,0.14069,4,1,1
49.9999,4.94,0.13545,4,1,1
59.9999,4.933330000000001,0.15452,4,1,1
69.9999,4.98,0.14748,4,1,1
79.9999,4.973330000000001,0.14476,4,1,1
89.9999,5.0,0.1431,4,1,1
99.9999,4.95333,0.15793,4,1,1
109.9999,4.98,0.19769,4,1,1
119.9999,5.013330000000001,0.20675,4,1,1
129.9999,5.026669999999999,0.20940999999999999,4,1,1
139.9999,5.026669999999999,0.20828000000000002,4,1,1
149.9999,4.986669999999999,0.20276,4,1,1
159.9999,5.0,0.20706,4,1,1
169.9999,5.03333,0.22530999999999998,4,1,1
179.9999,5.02,0.2017,4,1,1
189.9999,5.026669999999999,0.20269,4,1,1
199.9999,4.99333,0.22423,4,1,1
209.9999,5.00667,0.21524000000000001,4,1,1
219.9999,5.00667,0.22434,4,1,1
229.9999,5.0,0.23048000000000002,4,1,1
239.9999,5.026669999999999,0.22834000000000002,4,1,1
249.9999,5.013330000000001,0.23418000000000003,4,1,1
259.9999,5.0,0.23254,4,1,1
269.9999,5.04,0.22906999999999997,4,1,1
279.9999,5.00667,0.21488000000000002,4,1,1
289.9999,5.02,0.21168,4,1,1
299.9999,5.04,0.21923,4,1,1
309.9999,4.973330000000001,0.21431999999999998,4,1,1
319.9999,5.02,0.23035999999999998,4,1,1
329.9999,5.026669999999999,0.23119,4,1,1
339.9999,5.026669999999999,0.22934000000000002,4,1,1
349.9999,5.04667,0.22011,4,1,1
359.9999,5.013330000000001,0.24038,4,1,1
369.9999,5.00667,0.21666,4,1,1
379.9999,5.0,0.2177,4,1,1
389.9999,5.03333,0.21955999999999998,4,1,1
399.9999,5.013330000000001,0.23134000000000002,4,1,1
409.9999,5.04667,0.24625,4,1,1
419.9999,5.04667,0.24914,4,1,1
429.9999,5.00667,0.25268,4,1,1
439.9999,5.00667,0.22063000000000002,4,1,1
449.9999,5.04,0.227,4,1,1
459.9999,5.013330000000001,0.22896,4,1,1
469.9999,5.00667,0.23385999999999998,4,1,1
479.9999,5.02,0.22236,4,1,1
489.9999,5.04667,0.23153,4,1,1
499.9999,5.026669999999999,0.21916,4,1,1
509.9999,5.013330000000001,0.23021,4,1,1
519.9999,5.00667,0.22169,4,1,1
529.9999,5.02,0.2292,4,1,1
539.9999,5.03333,0.2262,4,1,1
549.9999,5.03333,0.21588000000000002,4,1,1
559.9999,5.06,0.24461999999999998,4,1,1
569.9999,5.04,0.24403000000000002,4,1,1
579.9999,5.026669999999999,0.24095999999999998,4,1,1
589.9999,5.07333,0.24101,4,1,1
599.9999,5.03333,0.23448000000000002,4,1,1
609.9999,5.04,0.21434,4,1,1
619.9999,5.026669999999999,0.22401999999999997,4,1,1
629.9999,5.03333,0.21666,4,1,1
639.9999,5.013330000000001,0.23265,4,1,1
649.9999,4.96667,0.23117,4,1,1
659.9999,5.02,0.2152,4,1,1
669.9999,5.03333,0.23045,4,1,1
679.9999,5.00667,0.23510999999999999,4,1,1
689.9999,5.02,0.23001999999999997,4,1,1
699.9999,5.026669999999999,0.22989,4,1,1
709.9999,5.07333,0.22780999999999998,4,1,1
719.9999,5.00667,0.23343000000000003,4,1,1
729.9999,5.04,0.22875,4,1,1
739.9999,5.026669999999999,0.22924,4,1,1
749.9999,5.026669999999999,0.23039,4,1,1
759.9999,4.99333,0.21675,4,1,1
769.9999,5.026669999999999,0.22186999999999998,4,1,1
779.9999,5.0,0.23455,4,1,1
789.9999,5.0,0.23084000000000002,4,1,1
799.9999,5.00667,0.23508,4,1,1
809.9999,5.05333,0.20546999999999999,4,1,1
819.9999,5.02,0.23048000000000002,4,1,1
829.9999,4.99333,0.2272,4,1,1
839.9999,5.03333,0.23656999999999997,4,1,1
849.9999,5.0,0.22746999999999998,4,1,1
859.9999,5.00667,0.24156,4,1,1
869.9999,5.04,0.24040999999999998,4,1,1
879.9999,5.04667,0.2282,4,1,1
889.9999,5.04,0.24765,4,1,1
899.9999,5.026669999999999,0.23399,4,1,1
909.9999,5.06,0.23518000000000003,4,1,1
919.9999,5.066669999999999,0.23626,4,1,1
929.9999,5.04667,0.24199,4,1,1
939.9999,5.05333,0.23661,4,1,1
949.9999,5.00667,0.22968000000000002,4,1,1
959.9999,4.98,0.22209,4,1,1
969.9999,5.0,0.22061,4,1,1
979.9999,5.066669999999999,0.2568,4,1,1
989.9999,5.04,0.21700999999999998,4,1,1
999.9999,5.04667,0.22173,4,1,1
