Time,C6_avg,psi6,V,S_cnn,S_param
0.0,4.94667,0.11904,2,1,1
9.9999,4.83333,0.17255,2,1,1
19.9999,4.646669999999999,0.14897,2,1,1
29.9999,4.5,0.17135,2,1,1
39.9999,4.42,0.15413,2,1,1
49.9999,4.29333,0.15402000000000002,2,0,1
59.9999,4.11333,0.19718,2,0,1
69.9999,3.9533300000000002,0.16059,2,0,0
79.9999,3.8666699999999996,0.13375,2,0,0
89.9999,3.88,0.17881,2,0,0
99.9999,3.66,0.12653,2,0,0
109.9999,3.6533300000000004,0.14145,2,0,0
119.9999,3.62,0.19674,2,0,0
129.9999,3.7466699999999995,0.18027,2,0,0
139.9999,3.70667,0.2378,2,0,0
149.9999,3.72,0.27854,2,0,0
159.9999,3.4666699999999997,0.24241999999999997,2,0,0
169.9999,3.54,0.2073,2,0,0
179.9999,3.3866699999999996,0.22562,2,0,0
189.9999,3.4466699999999997,0.24869000000000002,2,0,0
199.9999,3.4666699999999997,0.30062,2,0,0
209.9999,3.5266699999999997,0.33128,2,0,0
219.9999,3.5533300000000003,0.3901,2,0,0
229.9999,3.52,0.32639,2,0,0
239.9999,3.33333,0.3088,2,0,0
249.9999,3.32,0.23719,2,0,0
259.9999,3.4,0.31211,2,0,0
269.9999,3.4,0.23924,2,0,0
279.9999,3.24667,0.26714,2,0,0
289.9999,3.19333,0.27856,2,0,0
299.9999,3.39333,0.26609,2,0,0
309.9999,3.37333,0.2842,2,0,0
319.9999,3.26667,0.29072,2,0,0
329.9999,3.17333,0.24081,2,0,0
339.9999,3.29333,0.20622,2,0,0
349.9999,3.36,0.2549,2,0,0
359.9999,3.25333,0.17901,2,0,0
369.9999,3.3066699999999996,0.18747,2,0,0
379.9999,3.3,0.20235,2,0,0
389.9999,3.4666699999999997,0.20526999999999998,2,0,0
399.9999,3.43333,0.28037,2,0,0
409.9999,3.3066699999999996,0.24138,2,0,0
419.9999,3.31333,0.24355,2,0,0
429.9999,3.5133300000000003,0.25303000000000003,2,0,0
439.9999,3.26667,0.25854,2,0,0
449.9999,3.38,0.29714,2,0,0
459.9999,3.43333,0.26707,2,0,0
469.9999,3.4066699999999996,0.23255,2,0,0
479.9999,3.26667,0.25653000000000004,2,0,0
489.9999,3.2866699999999995,0.18997999999999998,2,0,0
499.9999,3.36,0.20285999999999998,2,0,0
509.9999,3.24667,0.15533,2,0,0
519.9999,2.8933299999999997,0.10835999999999998,2,0,0
529.9999,3.18,0.20152,2,0,0
539.9999,2.98,0.12841,2,0,0
549.9999,3.05333,0.1308,2,0,0
559.9999,3.12,0.19472,2,0,0
569.9999,3.16,0.22325,2,0,0
579.9999,3.20667,0.2541,2,0,0
589.9999,3.27333,0.23248000000000002,2,0,0
599.9999,3.22667,0.26006999999999997,2,0,0
609.9999,3.18667,0.28236,2,0,0
619.9999,3.26,0.28399,2,0,0
629.9999,3.11333,0.27343,2,0,0
639.9999,3.1266700000000003,0.23792,2,0,0
649.9999,3.04667,0.16684000000000002,2,0,0
659.9999,3.33333,0.18444000000000002,2,0,0
669.9999,3.24,0.20054,2,0,0
679.9999,3.3866699999999996,0.18834,2,0,0
689.9999,3.06,0.1756,2,0,0
699.9999,3.11333,0.12531,2,0,0
709.9999,3.14,0.043519999999999996,2,0,0
719.9999,3.27333,0.07249,2,0,0
729.9999,3.13333,0.0208,2,0,0
739.9999,3.12,0.09317,2,0,0
749.9999,3.17333,0.03138,2,0,0
759.9999,2.94,0.05905,2,0,0
769.9999,3.11333,0.06655,2,0,0
779.9999,2.98,0.09626,2,0,0
789.9999,3.3666699999999996,0.06301,2,0,0
799.9999,3.22667,0.10840999999999999,2,0,0
809.9999,3.22667,0.13638,2,0,0
819.9999,3.12,0.15782000000000002,2,0,0
829.9999,3.20667,0.12987,2,0,0
839.9999,3.1066700000000003,0.1289,2,0,0
849.9999,3.14,0.11592999999999999,2,0,0
859.9999,3.0866700000000002,0.08012000000000001,2,0,0
869.9999,3.19333,0.14977000000000001,2,0,0
879.9999,3.25333,0.0777,2,0,0
889.9999,3.26667,0.035339999999999996,2,0,0
899.9999,3.12,0.01171,2,0,0
909.9999,2.86667,0.051739999999999994,2,0,0
919.9999,3.08,0.08691,2,0,0
929.9999,3.07333,0.0792,2,0,0
939.9999,2.98,0.05533,2,0,0
949.9999,3.1266700000000003,0.08968999999999999,2,0,0
959.9999,3.1266700000000003,0.11448,2,0,0
969.9999,3.0666700000000002,0.13144,2,0,0
979.9999,3.13333,0.13162000000000001,2,0,0
989.9999,3.22,0.1031,2,0,0
999.9999,3.25333,0.14304,2,0,0
