Time,C6_avg,psi6,V,S_cnn,S_param
0.0,1.7466700000000002,0.02671,4,0,0
9.9999,4.7666699999999995,0.42223999999999995,4,1,1
19.9999,5.2666699999999995,0.60004,4,1,1
29.9999,5.28,0.7058800000000001,4,1,1
39.9999,5.2666699999999995,0.77165,4,2,1
49.9999,5.38667,0.8383799999999999,4,1,1
59.9999,5.36667,0.87182,4,2,1
69.9999,5.433330000000001,0.9507,4,2,1
79.9999,5.50667,0.9948100000000001,4,2,2
89.9999,5.50667,0.9948899999999999,4,2,2
99.9999,5.50667,0.9916,4,2,2
109.9999,5.486669999999999,0.9872799999999999,4,2,1
119.9999,5.5,0.9942,4,2,2
129.9999,5.486669999999999,0.99287,4,2,2
139.9999,5.48,0.9884,4,2,1
149.9999,5.48,0.98556,4,2,1
159.9999,5.5,0.9933299999999999,4,2,2
169.9999,5.5,0.99595,4,2,2
179.9999,5.5,0.9952700000000001,4,2,2
189.9999,5.5,0.99466,4,2,2
199.9999,5.5,0.99416,4,2,2
209.9999,5.5,0.9957600000000001,4,2,2
219.9999,5.5,0.9949399999999999,4,2,2
229.9999,5.5,0.9941200000000001,4,2,2
239.9999,5.5,0.99551,4,2,2
249.9999,5.5,0.99474,4,2,2
259.9999,5.5,0.9939,4,2,2
269.9999,5.5,0.9943700000000001,4,2,2
279.9999,5.5,0.99585,4,2,2
289.9999,5.5,0.99603,4,2,2
299.9999,5.5,0.99429,4,2,2
309.9999,5.5,0.99484,4,2,2
319.9999,5.5,0.99531,4,2,2
329.9999,5.5,0.99413,4,2,2
339.9999,5.50667,0.99487,4,2,2
349.9999,5.50667,0.99595,4,2,2
359.9999,5.50667,0.99635,4,2,2
369.9999,5.50667,0.99474,4,2,2
379.9999,5.50667,0.9956799999999999,4,2,2
389.9999,5.50667,0.99613,4,2,2
399.9999,5.50667,0.9948600000000001,4,2,2
409.9999,5.50667,0.9939100000000001,4,2,2
419.9999,5.50667,0.9955,4,2,2
429.9999,5.50667,0.99397,4,2,2
439.9999,5.50667,0.99346,4,2,2
449.9999,5.50667,0.99025,4,2,2
459.9999,5.49333,0.98995,4,2,1
469.9999,5.50667,0.9944299999999999,4,2,2
479.9999,5.50667,0.9953799999999999,4,2,2
489.9999,5.50667,0.9963,4,2,2
499.9999,5.50667,0.9953299999999999,4,2,2
509.9999,5.50667,0.99621,4,2,2
519.9999,5.50667,0.99431,4,2,2
529.9999,5.50667,0.9967799999999999,4,2,2
539.9999,5.50667,0.9963200000000001,4,2,2
549.9999,5.50667,0.99503,4,2,2
559.9999,5.50667,0.9954299999999999,4,2,2
569.9999,5.50667,0.99521,4,2,2
579.9999,5.50667,0.9941200000000001,4,2,2
589.9999,5.50667,0.99646,4,2,2
599.9999,5.50667,0.99255,4,2,2
609.9999,5.50667,0.9935299999999999,4,2,2
619.9999,5.50667,0.99651,4,2,2
629.9999,5.50667,0.99566,4,2,2
639.9999,5.50667,0.99498,4,2,2
649.9999,5.50667,0.99571,4,2,2
659.9999,5.50667,0.99566,4,2,2
669.9999,5.50667,0.99364,4,2,2
679.9999,5.50667,0.99584,4,2,2
689.9999,5.50667,0.99565,4,2,2
699.9999,5.50667,0.9945299999999999,4,2,2
709.9999,5.50667,0.99592,4,2,2
719.9999,5.50667,0.9937600000000001,4,2,2
729.9999,5.5,0.9901399999999999,4,2,2
739.9999,5.50667,0.9959,4,2,2
749.9999,5.50667,0.9943299999999999,4,2,2
759.9999,5.50667,0.9932,4,2,2
769.9999,5.50667,0.9954299999999999,4,2,2
779.9999,5.50667,0.99567,4,2,2
789.9999,5.486669999999999,0.98941,4,2,1
799.9999,5.50667,0.99554,4,2,2
809.9999,5.50667,0.99521,4,2,2
819.9999,5.50667,0.9962799999999999,4,2,2
829.9999,5.50667,0.9943,4,2,2
839.9999,5.50667,0.9958299999999999,4,2,2
849.9999,5.50667,0.9952200000000001,4,2,2
859.9999,5.50667,0.9956200000000001,4,2,2
869.9999,5.50667,0.99677,4,2,2
879.9999,5.50667,0.99508,4,2,2
889.9999,5.50667,0.9952200000000001,4,2,2
899.9999,5.50667,0.9940700000000001,4,2,2
909.9999,5.50667,0.99621,4,2,2
919.9999,5.50667,0.9938799999999999,4,2,2
929.9999,5.50667,0.99439,4,2,2
939.9999,5.50667,0.99544,4,2,2
949.9999,5.50667,0.9920399999999999,4,2,2
959.9999,5.50667,0.9958299999999999,4,2,2
969.9999,5.50667,0.9953,4,2,2
979.9999,5.50667,0.99554,4,2,2
989.9999,5.50667,0.99445,4,2,2
999.9999,5.50667,0.9956,4,2,2
