Time,C6_avg,psi6,V,S_cnn,S_param
0.0,1.6866700000000001,0.05184,4,0,0
9.9999,4.65333,0.08395,4,1,1
19.9999,4.46,0.08022,1,1,1
29.9999,4.03333,0.08557999999999999,1,1,1
39.9999,3.77333,0.08043,1,0,0
49.9999,3.58667,0.06089,1,0,0
59.9999,3.22,0.02108,1,0,0
69.9999,3.22667,0.05766,1,0,0
79.9999,3.0866700000000002,0.07837999999999999,1,0,0
89.9999,4.8066699999999996,0.14976,4,1,1
99.9999,4.82,0.17371,3,1,1
109.9999,4.70667,0.18045,2,1,1
119.9999,4.2666699999999995,0.15578,2,1,1
129.9999,4.0,0.13012,1,0,0
139.9999,4.08,0.10845999999999999,3,1,1
149.9999,5.06,0.20415,4,1,1
159.9999,4.67333,0.2007,2,1,1
169.9999,4.6933300000000004,0.25325,3,1,1
179.9999,5.17333,0.22696,4,1,1
189.9999,5.17333,0.23496,4,1,1
199.9999,4.98,0.20597,1,1,1
209.9999,4.96667,0.15845,3,1,1
219.9999,4.646669999999999,0.1686,2,1,1
229.9999,4.4,0.17857,1,1,1
239.9999,5.21333,0.27183,4,1,1
249.9999,5.26,0.3695,4,1,1
259.9999,5.026669999999999,0.31169,1,1,1
269.9999,4.86,0.32719000000000004,1,1,1
279.9999,4.67333,0.27531,2,1,1
289.9999,4.61333,0.23659000000000002,3,1,1
299.9999,4.57333,0.27656,2,1,1
309.9999,4.38,0.27071999999999996,2,1,1
319.9999,4.16,0.24971,1,1,1
329.9999,4.026669999999999,0.21043,2,1,1
339.9999,3.9266699999999997,0.1901,2,0,0
349.9999,4.04,0.19215,2,0,1
359.9999,3.9666699999999997,0.14805,2,0,0
369.9999,3.81333,0.13410999999999998,2,0,0
379.9999,5.12667,0.26771999999999996,4,1,1
389.9999,4.92,0.23088000000000003,2,1,1
399.9999,4.893330000000001,0.18478,3,1,1
409.9999,5.1866699999999994,0.28034000000000003,4,1,1
419.9999,4.95333,0.24079,1,1,1
429.9999,4.78,0.22815,1,1,1
439.9999,4.74,0.19592,3,1,1
449.9999,5.3,0.23729,4,1,1
459.9999,5.16,0.23069,3,1,1
469.9999,5.1,0.23970999999999998,3,1,1
479.9999,4.99333,0.19852,2,1,1
489.9999,4.87333,0.19294,3,1,1
499.9999,4.88,0.21173000000000003,3,1,1
509.9999,4.646669999999999,0.16785999999999998,1,1,1
519.9999,4.63333,0.17369,3,1,1
529.9999,4.44,0.12928,2,1,1
539.9999,4.36,0.1483,2,1,1
549.9999,3.9933300000000003,0.10113,1,0,0
559.9999,5.28667,0.2296,4,1,1
569.9999,5.08,0.20959,1,1,1
579.9999,4.96,0.2014,3,1,1
589.9999,5.2733300000000005,0.24374,4,1,1
599.9999,5.04667,0.20623000000000002,2,1,1
609.9999,4.86667,0.17218,2,1,1
619.9999,4.50667,0.17490999999999998,1,1,1
629.9999,4.58667,0.20546999999999999,3,1,1
639.9999,5.2733300000000005,0.22011,4,1,1
649.9999,5.12,0.19297,2,1,1
659.9999,4.98,0.18006,3,1,1
669.9999,4.7666699999999995,0.1667,1,1,1
679.9999,4.61333,0.16848,2,1,1
689.9999,4.38667,0.1963,2,1,1
699.9999,4.393330000000001,0.18303,3,1,1
709.9999,5.2666699999999995,0.21614,4,1,1
719.9999,5.29333,0.23546,4,1,1
729.9999,5.28,0.22439,4,1,1
739.9999,5.08,0.22211,2,1,1
749.9999,5.24667,0.25775,4,1,1
759.9999,5.146669999999999,0.19355,1,1,1
769.9999,4.933330000000001,0.15892,3,1,1
779.9999,5.28667,0.22039,4,1,1
789.9999,5.24,0.22785,4,1,1
799.9999,5.05333,0.18586,3,1,1
809.9999,5.04,0.24009,3,1,1
819.9999,4.76,0.19338,1,1,1
829.9999,4.65333,0.16297999999999999,2,1,1
839.9999,5.24,0.24439,4,1,1
849.9999,5.04,0.1944,1,1,1
859.9999,4.94,0.20179,2,1,1
869.9999,4.59333,0.14835,1,1,1
879.9999,4.606669999999999,0.1759,3,1,1
889.9999,4.7266699999999995,0.17285,3,1,1
899.9999,4.55333,0.13422,2,1,1
909.9999,5.20667,0.22484,4,1,1
919.9999,5.12,0.18632,3,1,1
929.9999,4.8066699999999996,0.16795,1,1,1
939.9999,4.566669999999999,0.16049000000000002,2,1,1
949.9999,4.38667,0.14951,1,1,1
959.9999,4.22,0.08449,2,1,1
969.9999,3.93333,0.1395,1,0,0
979.9999,5.2666699999999995,0.2483,4,1,1
989.9999,5.11333,0.20976,3,1,1
999.9999,4.7733300000000005,0.20055,1,1,1
