Time,C6_avg,psi6,V,S_cnn,S_param
0.0,1.7466700000000002,0.02671,4,0,0
9.9999,4.78667,0.24921999999999997,4,1,1
19.9999,4.92,0.35163,4,1,1
29.9999,5.06,0.41266,4,1,1
39.9999,5.20667,0.49667,4,1,1
49.9999,5.1933300000000004,0.53574,4,1,1
59.9999,5.24667,0.54962,4,1,1
69.9999,5.20667,0.57443,4,1,1
79.9999,5.22,0.6090899999999999,4,1,1
89.9999,5.2666699999999995,0.62839,4,1,1
99.9999,5.32,0.67205,4,1,1
109.9999,5.353330000000001,0.67709,4,1,1
119.9999,5.3133300000000006,0.70296,4,1,1
129.9999,5.3066699999999996,0.74758,4,1,1
139.9999,5.32667,0.79132,4,1,1
149.9999,5.37333,0.8257,4,1,1
159.9999,5.34667,0.8193,4,1,1
169.9999,5.37333,0.82426,4,1,1
179.9999,5.393330000000001,0.8310700000000001,4,1,1
189.9999,5.393330000000001,0.83673,4,1,1
199.9999,5.393330000000001,0.8447,4,1,1
209.9999,5.393330000000001,0.83809,4,1,1
219.9999,5.38667,0.8488,4,1,1
229.9999,5.353330000000001,0.84225,4,1,1
239.9999,5.4,0.8595,4,1,1
249.9999,5.42667,0.89502,4,1,1
259.9999,5.54,0.9864299999999999,4,2,2
269.9999,5.56,0.9953799999999999,4,2,2
279.9999,5.56,0.99669,4,2,2
289.9999,5.54667,0.9886,4,2,2
299.9999,5.54667,0.9886299999999999,4,2,2
309.9999,5.566669999999999,0.9958100000000001,4,2,2
319.9999,5.566669999999999,0.994,4,2,2
329.9999,5.566669999999999,0.9953299999999999,4,2,2
339.9999,5.566669999999999,0.99592,4,2,2
349.9999,5.566669999999999,0.9950700000000001,4,2,2
359.9999,5.566669999999999,0.9955799999999999,4,2,2
369.9999,5.566669999999999,0.9928,4,2,2
379.9999,5.566669999999999,0.99569,4,2,2
389.9999,5.566669999999999,0.99621,4,2,2
399.9999,5.566669999999999,0.9952799999999999,4,2,2
409.9999,5.566669999999999,0.9959600000000001,4,2,2
419.9999,5.566669999999999,0.99608,4,2,2
429.9999,5.566669999999999,0.99516,4,2,2
439.9999,5.566669999999999,0.99608,4,2,2
449.9999,5.566669999999999,0.9955299999999999,4,2,2
459.9999,5.566669999999999,0.99531,4,2,2
469.9999,5.566669999999999,0.99569,4,2,2
479.9999,5.566669999999999,0.9930899999999999,4,2,2
489.9999,5.566669999999999,0.9964700000000001,4,2,2
499.9999,5.566669999999999,0.99665,4,2,2
509.9999,5.566669999999999,0.9947,4,2,2
519.9999,5.566669999999999,0.9962200000000001,4,2,2
529.9999,5.566669999999999,0.99556,4,2,2
539.9999,5.566669999999999,0.99492,4,2,2
549.9999,5.566669999999999,0.9928100000000001,4,2,2
559.9999,5.566669999999999,0.9964700000000001,4,2,2
569.9999,5.566669999999999,0.99605,4,2,2
579.9999,5.566669999999999,0.9951,4,2,2
589.9999,5.566669999999999,0.99561,4,2,2
599.9999,5.566669999999999,0.99503,4,2,2
609.9999,5.566669999999999,0.9937,4,2,2
619.9999,5.566669999999999,0.9957299999999999,4,2,2
629.9999,5.566669999999999,0.9943799999999999,4,2,2
639.9999,5.566669999999999,0.99549,4,2,2
649.9999,5.566669999999999,0.99531,4,2,2
659.9999,5.566669999999999,0.99525,4,2,2
669.9999,5.566669999999999,0.99541,4,2,2
679.9999,5.566669999999999,0.9954299999999999,4,2,2
689.9999,5.566669999999999,0.9949600000000001,4,2,2
699.9999,5.566669999999999,0.9948899999999999,4,2,2
709.9999,5.566669999999999,0.9963799999999999,4,2,2
719.9999,5.566669999999999,0.9959600000000001,4,2,2
729.9999,5.566669999999999,0.9957600000000001,4,2,2
739.9999,5.566669999999999,0.99524,4,2,2
749.9999,5.566669999999999,0.9966299999999999,4,2,2
759.9999,5.566669999999999,0.9969,4,2,2
769.9999,5.566669999999999,0.99623,4,2,2
779.9999,5.566669999999999,0.9960200000000001,4,2,2
789.9999,5.566669999999999,0.99436,4,2,2
799.9999,5.57333,0.99541,4,2,2
809.9999,5.57333,0.9964200000000001,4,2,2
819.9999,5.57333,0.99618,4,2,2
829.9999,5.57333,0.99572,4,2,2
839.9999,5.57333,0.9956200000000001,4,2,2
849.9999,5.57333,0.9948899999999999,4,2,2
859.9999,5.57333,0.9963700000000001,4,2,2
869.9999,5.57333,0.9963,4,2,2
879.9999,5.57333,0.9940399999999999,4,2,2
889.9999,5.57333,0.9946299999999999,4,2,2
899.9999,5.57333,0.99513,4,2,2
909.9999,5.57333,0.99192,4,2,2
919.9999,5.57333,0.99529,4,2,2
929.9999,5.57333,0.99455,4,2,2
939.9999,5.57333,0.99439,4,2,2
949.9999,5.57333,0.9950100000000001,4,2,2
959.9999,5.57333,0.996,4,2,2
969.9999,5.57333,0.99629,4,2,2
979.9999,5.57333,0.9958799999999999,4,2,2
989.9999,5.57333,0.9960200000000001,4,2,2
999.9999,5.57333,0.9951399999999999,4,2,2
