Time,C6_avg,psi6,V,S_cnn,S_param
0.0,5.56,0.9942799999999999,1,2,2
9.9999,5.42,0.9048200000000001,1,1,1
19.9999,5.013330000000001,0.79467,1,1,1
29.9999,4.933330000000001,0.72427,1,1,1
39.9999,4.7666699999999995,0.70539,1,1,1
49.9999,4.473330000000001,0.5987399999999999,1,1,1
59.9999,4.16667,0.55374,1,0,1
69.9999,4.013330000000001,0.49503,1,0,1
79.9999,3.72667,0.44392,1,0,0
89.9999,3.4533300000000002,0.39079,1,0,0
99.9999,3.26,0.36711,1,0,0
109.9999,3.28,0.37948000000000004,1,0,0
119.9999,3.18667,0.35824,1,0,0
129.9999,3.0,0.27198,1,0,0
139.9999,2.86,0.29967,1,0,0
149.9999,2.74,0.22785999999999998,1,0,0
159.9999,2.59333,0.2177,1,0,0
169.9999,2.78,0.18359,1,0,0
179.9999,2.52,0.179,1,0,0
189.9999,2.51333,0.16030999999999998,1,0,0
199.9999,2.49333,0.16417,1,0,0
209.9999,2.35333,0.12143,1,0,0
219.9999,2.30667,0.06289,1,0,0
229.9999,2.18,0.02955,1,0,0
239.9999,2.2,0.07078,1,0,0
249.9999,2.19333,0.06309,1,0,0
259.9999,2.17333,0.05256,1,0,0
269.9999,2.16,0.06201,1,0,0
279.9999,2.16667,0.1435,1,0,0
289.9999,2.0866700000000002,0.1085,1,0,0
299.9999,2.02667,0.08438999999999999,1,0,0
309.9999,1.86667,0.02995,1,0,0
319.9999,2.00667,0.04295,1,0,0
329.9999,2.04,0.08723,1,0,0
339.9999,1.9866700000000002,0.01747,1,0,0
349.9999,1.96,0.04438,1,0,0
359.9999,1.85333,0.06792000000000001,1,0,0
369.9999,1.90667,0.06172999999999999,1,0,0
379.9999,1.76667,0.10599000000000001,1,0,0
389.9999,1.96,0.0439,1,0,0
399.9999,1.8133299999999999,0.08857999999999999,1,0,0
409.9999,1.86667,0.04489,1,0,0
419.9999,1.76667,0.04342,1,0,0
429.9999,1.71333,0.06614,1,0,0
439.9999,1.76667,0.03993,1,0,0
449.9999,1.74,0.09673,1,0,0
459.9999,1.82667,0.01995,1,0,0
469.9999,1.7066700000000001,0.05674,1,0,0
479.9999,1.78,0.0702,1,0,0
489.9999,1.7733299999999999,0.0934,1,0,0
499.9999,1.7733299999999999,0.016059999999999998,1,0,0
509.9999,1.78667,0.01185,1,0,0
519.9999,1.9866700000000002,0.026,1,0,0
529.9999,1.78,0.09266,1,0,0
539.9999,1.74,0.05987000000000001,1,0,0
549.9999,1.8133299999999999,0.028860000000000004,1,0,0
559.9999,1.6866700000000001,0.07049,1,0,0
569.9999,1.85333,0.057260000000000005,1,0,0
579.9999,1.73333,0.08664,1,0,0
589.9999,1.6866700000000001,0.08312,1,0,0
599.9999,1.73333,0.07805,1,0,0
609.9999,1.7066700000000001,0.05612999999999999,1,0,0
619.9999,1.9,0.06529,1,0,0
629.9999,1.8,0.05044,1,0,0
639.9999,1.9,0.10937000000000001,1,0,0
649.9999,1.67333,0.04318,1,0,0
659.9999,1.65333,0.10339000000000001,1,0,0
669.9999,1.66667,0.02973,1,0,0
679.9999,1.82667,0.08033,1,0,0
689.9999,1.72,0.08381,1,0,0
699.9999,1.74,0.05222,1,0,0
709.9999,1.73333,0.10890999999999999,1,0,0
719.9999,1.65333,0.12095,1,0,0
729.9999,1.6866700000000001,0.08642999999999999,1,0,0
739.9999,1.64667,0.07226,1,0,0
749.9999,1.66,0.08068,1,0,0
759.9999,1.65333,0.09827999999999999,1,0,0
769.9999,1.52667,0.07109,1,0,0
779.9999,1.64,0.08038,1,0,0
789.9999,1.7733299999999999,0.01544,1,0,0
799.9999,1.7066700000000001,0.08315,1,0,0
809.9999,1.74,0.05964,1,0,0
819.9999,1.61333,0.053689999999999995,1,0,0
829.9999,1.78,0.04228,1,0,0
839.9999,1.42,0.043269999999999996,1,0,0
849.9999,1.44,0.034339999999999996,1,0,0
859.9999,1.43333,0.06157000000000001,1,0,0
869.9999,1.60667,0.04427,1,0,0
879.9999,1.5,0.053720000000000004,1,0,0
889.9999,1.57333,0.10151,1,0,0
899.9999,1.74,0.08676,1,0,0
909.9999,1.64,0.07422999999999999,1,0,0
919.9999,1.54,0.08653,1,0,0
929.9999,1.47333,0.07405,1,0,0
939.9999,1.59333,0.1487,1,0,0
949.9999,1.5066700000000002,0.05741,1,0,0
959.9999,1.68,0.01489,1,0,0
969.9999,1.68,0.035519999999999996,1,0,0
979.9999,1.62667,0.061579999999999996,1,0,0
989.9999,1.56667,0.046110000000000005,1,0,0
999.9999,1.64,0.01951,1,0,0
