Time,C6_avg,psi6,V,S_cnn,S_param
0.0,1.5133299999999998,0.037489999999999996,0,0,0
9.9999,1.9,0.05099,3,0,0
19.9999,2.17333,0.045919999999999996,3,0,0
29.9999,2.26,0.06873,3,0,0
39.9999,2.54667,0.05151,3,0,0
49.9999,2.54,0.11225999999999998,3,0,0
59.9999,3.02,0.148,3,0,0
69.9999,3.01333,0.21229,3,0,0
79.9999,2.92,0.07203999999999999,3,0,0
89.9999,3.35333,0.17678,3,0,0
99.9999,3.43333,0.19752999999999998,3,0,0
109.9999,3.5333300000000003,0.19066,3,0,0
119.9999,3.4466699999999997,0.17693,3,0,0
129.9999,3.62,0.20454,3,0,0
139.9999,3.96,0.26905,3,0,0
149.9999,3.9466699999999997,0.28989000000000004,3,0,0
159.9999,3.93333,0.25083,3,0,0
169.9999,3.9866699999999997,0.34368000000000004,3,0,0
179.9999,3.8066699999999996,0.30193000000000003,3,0,0
189.9999,3.87333,0.32839,3,0,0
199.9999,4.13333,0.36439,3,1,1
209.9999,3.9266699999999997,0.38798,3,1,0
219.9999,4.07333,0.40559,3,1,1
229.9999,4.1866699999999994,0.4005,3,1,1
239.9999,4.28,0.42845,3,1,1
249.9999,4.16,0.35731,3,1,1
259.9999,4.24,0.39368000000000003,3,1,1
269.9999,4.12667,0.3845,3,1,1
279.9999,4.15333,0.42016000000000003,3,1,1
289.9999,4.28,0.44685,3,1,1
299.9999,4.22,0.4677,3,1,1
309.9999,4.3066699999999996,0.42612,3,1,1
319.9999,4.1933300000000004,0.47647,3,1,1
329.9999,4.2333300000000005,0.4528,3,1,1
339.9999,4.2733300000000005,0.45958000000000004,3,1,1
349.9999,4.17333,0.43988999999999995,3,1,1
359.9999,4.32667,0.41163,3,1,1
369.9999,4.34667,0.51051,3,1,1
379.9999,4.3133300000000006,0.43428999999999995,3,1,1
389.9999,4.34667,0.49901,3,1,1
399.9999,4.40667,0.52661,3,1,1
409.9999,4.40667,0.55703,3,1,1
419.9999,4.48,0.5484100000000001,3,1,1
429.9999,4.44,0.52568,3,1,1
439.9999,4.44667,0.49615,3,1,1
449.9999,4.526669999999999,0.5687,3,1,1
459.9999,4.42667,0.556,3,1,1
469.9999,4.44667,0.56662,3,1,1
479.9999,4.44,0.57626,3,1,1
489.9999,4.37333,0.5663199999999999,3,1,1
499.9999,4.41333,0.55962,3,1,1
509.9999,4.53333,0.52365,3,1,1
519.9999,4.486669999999999,0.50608,3,1,1
529.9999,4.433330000000001,0.45893999999999996,3,1,1
539.9999,4.37333,0.51166,3,1,1
549.9999,4.50667,0.5011,3,1,1
559.9999,4.5,0.53866,3,1,1
569.9999,4.38667,0.5593100000000001,3,1,1
579.9999,4.55333,0.5930300000000001,3,1,1
589.9999,4.44667,0.5686,3,1,1
599.9999,4.50667,0.5552600000000001,3,1,1
609.9999,4.52,0.58063,3,1,1
619.9999,4.44667,0.54918,3,1,1
629.9999,4.42,0.5394800000000001,3,1,1
639.9999,4.6,0.56808,3,1,1
649.9999,4.67333,0.57518,3,1,1
659.9999,4.566669999999999,0.59336,3,1,1
669.9999,4.6933300000000004,0.6332899999999999,3,1,1
679.9999,4.6933300000000004,0.63536,3,1,1
689.9999,4.61333,0.60444,3,1,1
699.9999,4.7,0.6037100000000001,3,1,1
709.9999,4.74667,0.6396,3,1,1
719.9999,4.606669999999999,0.63915,3,1,1
729.9999,4.61333,0.66883,3,1,1
739.9999,4.75333,0.68233,3,1,1
749.9999,4.78667,0.6955399999999999,3,1,1
759.9999,4.79333,0.68261,3,1,1
769.9999,4.66667,0.66604,3,1,1
779.9999,4.65333,0.6594899999999999,3,1,1
789.9999,4.513330000000001,0.63688,3,1,1
799.9999,4.71333,0.6519699999999999,3,1,1
809.9999,4.72,0.66018,3,1,1
819.9999,4.74,0.66142,3,1,1
829.9999,4.70667,0.66262,3,1,1
839.9999,4.646669999999999,0.68301,3,1,1
849.9999,4.63333,0.6652100000000001,3,1,1
859.9999,4.68,0.66297,3,1,1
869.9999,4.6866699999999994,0.66827,3,1,1
879.9999,4.8,0.65927,3,1,1
889.9999,4.66667,0.64853,3,1,1
899.9999,4.63333,0.63742,3,1,1
909.9999,4.62667,0.5791,3,1,1
919.9999,4.67333,0.5664899999999999,3,1,1
929.9999,4.58,0.5756399999999999,3,1,1
939.9999,4.513330000000001,0.57534,3,1,1
949.9999,4.646669999999999,0.64473,3,1,1
959.9999,4.7266699999999995,0.67932,3,1,1
969.9999,4.893330000000001,0.7107399999999999,3,1,1
979.9999,4.91333,0.71323,3,1,1
989.9999,4.86667,0.72145,3,1,1
999.9999,5.02,0.72773,3,1,1
