level_0,Time,C6_avg,psi6,V,S-1,S0
2448,409.9999,4.94,0.15112,4.0,1.0,1.0
2449,419.9999,4.96667,0.10414,4.0,1.0,1.0
2450,429.9999,4.94667,0.12426,4.0,1.0,1.0
2454,469.9999,5.026669999999998,0.21615,4.0,1.0,1.0
2455,479.9999,5.00667,0.20707,4.0,1.0,1.0
2456,489.9999,5.0,0.19808,4.0,1.0,1.0
2459,519.9999,5.026669999999998,0.18968,4.0,1.0,1.0
2460,529.9999,5.03333,0.19664,4.0,1.0,1.0
2461,539.9999,5.013330000000002,0.17803,4.0,1.0,1.0
2464,569.9999,5.0,0.16567,4.0,1.0,1.0
2465,579.9999,4.986669999999998,0.15497,4.0,1.0,1.0
2470,629.9999,5.013330000000002,0.19878,4.0,1.0,1.0
2473,659.9999,4.98,0.16141,4.0,1.0,1.0
2475,679.9999,4.986669999999998,0.18451,4.0,1.0,1.0
2476,689.9999,4.973330000000002,0.18997,4.0,1.0,1.0
2478,709.9999,5.02,0.14694000000000002,4.0,1.0,1.0
2481,739.9999,5.0,0.17354,4.0,1.0,1.0
2482,749.9999,4.986669999999998,0.14468,4.0,1.0,1.0
2484,769.9999,4.99333,0.17754,4.0,1.0,1.0
2486,789.9999,4.95333,0.18036,4.0,1.0,1.0
2490,829.9999,5.00667,0.17985,4.0,1.0,1.0
2493,0.0,4.94667,0.11904,4.0,1.0,1.0
2494,9.9999,4.94,0.14195,4.0,1.0,1.0
2495,19.9999,5.02,0.17047,4.0,1.0,1.0
2498,49.9999,5.00667,0.21889,4.0,1.0,1.0
2501,79.9999,5.03333,0.16132,4.0,1.0,1.0
2502,89.9999,5.0,0.1595,4.0,1.0,1.0
2504,109.9999,5.05333,0.18434,4.0,1.0,1.0
2506,129.9999,5.00667,0.18572,4.0,1.0,1.0
2507,139.9999,4.99333,0.17372,4.0,1.0,1.0
2509,159.9999,5.026669999999998,0.18849,4.0,1.0,1.0
2510,169.9999,5.02,0.16777999999999998,4.0,1.0,1.0
2511,179.9999,5.02,0.19561,4.0,1.0,1.0
2514,209.9999,4.99333,0.19526,4.0,1.0,1.0
2515,219.9999,5.013330000000002,0.18314,4.0,1.0,1.0
2516,229.9999,4.986669999999998,0.17174,4.0,1.0,1.0
2518,249.9999,5.026669999999998,0.15532,4.0,1.0,1.0
2519,259.9999,4.986669999999998,0.16555,4.0,1.0,1.0
2520,269.9999,5.02,0.17807,4.0,1.0,1.0
2521,279.9999,5.00667,0.15748,4.0,1.0,1.0
2522,289.9999,4.98,0.16813,4.0,1.0,1.0
2523,299.9999,4.986669999999998,0.20468,4.0,1.0,1.0
2528,349.9999,5.0,0.15331,4.0,1.0,1.0
2531,379.9999,4.96667,0.14112,4.0,1.0,1.0
2532,389.9999,4.986669999999998,0.15925999999999998,4.0,1.0,1.0
2536,429.9999,5.00667,0.16257,4.0,1.0,1.0
2537,439.9999,4.96667,0.15949000000000002,4.0,1.0,1.0
2538,449.9999,5.02,0.14714000000000002,4.0,1.0,1.0
2539,459.9999,5.06,0.12104,4.0,1.0,1.0
2540,469.9999,5.06,0.15825,4.0,1.0,1.0
2543,499.9999,5.2733300000000005,0.33844,4.0,1.0,1.0
2545,519.9999,5.24,0.30557,4.0,1.0,1.0
2546,529.9999,5.2733300000000005,0.31862,4.0,1.0,1.0
2548,549.9999,5.26667,0.3143,4.0,1.0,1.0
2550,569.9999,5.28,0.31916,4.0,1.0,1.0
2551,579.9999,5.24667,0.33146,4.0,1.0,1.0
2557,639.9999,5.2733300000000005,0.33359,4.0,1.0,1.0
2558,649.9999,5.28,0.32122,4.0,1.0,1.0
2561,679.9999,5.28667,0.33096,4.0,1.0,1.0
2562,689.9999,5.28667,0.33391,4.0,1.0,1.0
2564,709.9999,5.28,0.33726,4.0,1.0,1.0
2566,729.9999,5.29333,0.32687,4.0,1.0,1.0
2569,759.9999,5.28667,0.30813,4.0,1.0,1.0
2570,769.9999,5.26667,0.30893000000000004,4.0,1.0,1.0
2571,779.9999,5.26667,0.32932,4.0,1.0,1.0
2573,799.9999,5.28667,0.30204000000000003,4.0,1.0,1.0
2574,809.9999,5.2733300000000005,0.30818,4.0,1.0,1.0
2575,819.9999,5.2733300000000005,0.33036,4.0,1.0,1.0
2578,849.9999,5.26,0.31515,4.0,1.0,1.0
2579,0.0,1.7466700000000002,0.02671,4.0,0.0,2.0
2580,9.9999,4.58667,0.406,4.0,1.0,2.0
2581,19.9999,5.08,0.59348,4.0,1.0,2.0
2582,29.9999,5.20667,0.6795800000000001,4.0,1.0,2.0
2583,39.9999,5.32,0.81093,4.0,1.0,2.0
2584,49.9999,5.3533300000000015,0.8425799999999999,4.0,1.0,2.0
2585,59.9999,5.46,0.9145,4.0,1.0,2.0
2586,69.9999,5.513330000000002,0.98968,4.0,1.0,2.0
2587,79.9999,5.513330000000002,0.99399,4.0,2.0,2.0
2588,89.9999,5.513330000000002,0.99643,4.0,2.0,2.0
2589,99.9999,5.513330000000002,0.99527,4.0,2.0,2.0
2591,119.9999,5.513330000000002,0.99551,4.0,2.0,2.0
2592,129.9999,5.513330000000002,0.99419,4.0,2.0,2.0
2593,139.9999,5.513330000000002,0.99554,4.0,2.0,2.0
2594,149.9999,5.513330000000002,0.99442,4.0,2.0,2.0
2595,159.9999,5.513330000000002,0.99505,4.0,2.0,2.0
2596,169.9999,5.513330000000002,0.99436,4.0,2.0,2.0
2597,179.9999,5.513330000000002,0.99639,4.0,2.0,2.0
2598,189.9999,5.513330000000002,0.99202,4.0,2.0,2.0
2599,199.9999,5.513330000000002,0.99626,4.0,2.0,2.0
2600,209.9999,5.513330000000002,0.9951,4.0,2.0,2.0
2601,219.9999,5.513330000000002,0.9969,4.0,2.0,2.0
2602,229.9999,5.513330000000002,0.9936,4.0,2.0,2.0
2603,239.9999,5.513330000000002,0.99408,4.0,2.0,2.0
2604,249.9999,5.513330000000002,0.99495,4.0,2.0,2.0
2605,259.9999,5.49333,0.98889,4.0,1.0,2.0
2606,269.9999,5.513330000000002,0.99493,4.0,2.0,2.0
2607,279.9999,5.513330000000002,0.99555,4.0,2.0,2.0
2608,289.9999,5.513330000000002,0.99564,4.0,2.0,2.0
2609,299.9999,5.513330000000002,0.9944,4.0,2.0,2.0
2610,309.9999,5.513330000000002,0.99398,4.0,2.0,2.0
2611,319.9999,5.513330000000002,0.99627,4.0,2.0,2.0
2612,329.9999,5.513330000000002,0.99414,4.0,2.0,2.0
2613,339.9999,5.513330000000002,0.99557,4.0,2.0,2.0
2615,359.9999,5.513330000000002,0.99591,4.0,2.0,2.0
2616,369.9999,5.513330000000002,0.9958,4.0,2.0,2.0
2617,379.9999,5.513330000000002,0.99557,4.0,2.0,2.0
2618,389.9999,5.513330000000002,0.99444,4.0,2.0,2.0
2619,399.9999,5.513330000000002,0.99325,4.0,2.0,2.0
2620,409.9999,5.513330000000002,0.99415,4.0,2.0,2.0
2621,419.9999,5.513330000000002,0.99451,4.0,2.0,2.0
2622,429.9999,5.513330000000002,0.99349,4.0,2.0,2.0
2623,439.9999,5.513330000000002,0.99696,4.0,2.0,2.0
2624,449.9999,5.513330000000002,0.99414,4.0,2.0,2.0
2625,459.9999,5.513330000000002,0.99611,4.0,2.0,2.0
2626,469.9999,5.513330000000002,0.99511,4.0,2.0,2.0
2627,479.9999,5.513330000000002,0.99534,4.0,2.0,2.0
2628,489.9999,5.513330000000002,0.99535,4.0,2.0,2.0
2629,499.9999,5.49333,0.98952,4.0,1.0,2.0
2630,509.9999,5.513330000000002,0.99643,4.0,2.0,2.0
2631,519.9999,5.513330000000002,0.99587,4.0,2.0,2.0
2632,529.9999,5.513330000000002,0.9962,4.0,2.0,2.0
2633,539.9999,5.513330000000002,0.99486,4.0,2.0,2.0
2634,549.9999,5.513330000000002,0.99429,4.0,2.0,2.0
2635,559.9999,5.513330000000002,0.99458,4.0,2.0,2.0
2636,569.9999,5.513330000000002,0.9964,4.0,2.0,2.0
2637,579.9999,5.513330000000002,0.99313,4.0,2.0,2.0
2638,589.9999,5.513330000000002,0.9946,4.0,2.0,2.0
2639,599.9999,5.513330000000002,0.99202,4.0,2.0,2.0
2640,609.9999,5.513330000000002,0.99294,4.0,2.0,2.0
2641,619.9999,5.513330000000002,0.99376,4.0,2.0,2.0
2642,629.9999,5.513330000000002,0.99574,4.0,2.0,2.0
2643,639.9999,5.513330000000002,0.99585,4.0,2.0,2.0
2644,649.9999,5.513330000000002,0.99564,4.0,2.0,2.0
2645,659.9999,5.513330000000002,0.99582,4.0,2.0,2.0
2646,669.9999,5.513330000000002,0.99489,4.0,2.0,2.0
2647,679.9999,5.513330000000002,0.99703,4.0,2.0,2.0
2648,689.9999,5.513330000000002,0.99407,4.0,2.0,2.0
2649,699.9999,5.513330000000002,0.99433,4.0,2.0,2.0
2650,709.9999,5.513330000000002,0.99581,4.0,2.0,2.0
2651,719.9999,5.513330000000002,0.99624,4.0,2.0,2.0
2652,729.9999,5.513330000000002,0.99412,4.0,2.0,2.0
2653,739.9999,5.513330000000002,0.99553,4.0,2.0,2.0
2654,749.9999,5.513330000000002,0.99555,4.0,2.0,2.0
2655,759.9999,5.513330000000002,0.99492,4.0,2.0,2.0
2656,769.9999,5.513330000000002,0.99616,4.0,2.0,2.0
2657,779.9999,5.513330000000002,0.99626,4.0,2.0,2.0
2658,789.9999,5.513330000000002,0.99506,4.0,2.0,2.0
2659,799.9999,5.50667,0.99248,4.0,2.0,2.0
2660,809.9999,5.513330000000002,0.99472,4.0,2.0,2.0
2661,819.9999,5.513330000000002,0.99513,4.0,2.0,2.0
2662,829.9999,5.513330000000002,0.99335,4.0,2.0,2.0
2663,839.9999,5.513330000000002,0.9954,4.0,2.0,2.0
2664,849.9999,5.513330000000002,0.99582,4.0,2.0,2.0
2665,0.0,5.56,0.99428,4.0,2.0,1.0
2666,9.9999,5.56,0.99351,4.0,2.0,2.0
2667,19.9999,5.56,0.99677,4.0,2.0,2.0
2668,29.9999,5.56,0.99492,4.0,2.0,2.0
2669,39.9999,5.56,0.99621,4.0,2.0,2.0
2670,49.9999,5.56,0.99669,4.0,2.0,2.0
2671,59.9999,5.56,0.99557,4.0,2.0,2.0
2672,69.9999,5.56,0.99551,4.0,2.0,2.0
2673,79.9999,5.56,0.99462,4.0,2.0,2.0
2674,89.9999,5.56,0.99501,4.0,2.0,2.0
2675,99.9999,5.56,0.9939,4.0,2.0,2.0
2676,109.9999,5.56,0.99547,4.0,2.0,2.0
2677,119.9999,5.56,0.99496,4.0,2.0,2.0
2678,129.9999,5.56,0.99544,4.0,2.0,2.0
2679,139.9999,5.56,0.99547,4.0,2.0,2.0
2680,149.9999,5.54,0.98764,4.0,1.0,2.0
2681,159.9999,5.56,0.99537,4.0,2.0,2.0
2682,169.9999,5.56,0.99572,4.0,2.0,2.0
2683,179.9999,5.56,0.99527,4.0,2.0,2.0
2684,189.9999,5.5666699999999985,0.99602,4.0,2.0,2.0
2685,199.9999,5.5666699999999985,0.99542,4.0,2.0,2.0
2686,209.9999,5.5666699999999985,0.99638,4.0,2.0,2.0
2687,219.9999,5.5666699999999985,0.99352,4.0,2.0,1.0
2688,229.9999,5.5666699999999985,0.99488,4.0,2.0,2.0
2689,239.9999,5.5666699999999985,0.99342,4.0,2.0,2.0
2690,249.9999,5.5666699999999985,0.99504,4.0,2.0,2.0
2691,259.9999,5.5666699999999985,0.9934,4.0,2.0,2.0
2692,269.9999,5.5666699999999985,0.99137,4.0,2.0,2.0
2693,279.9999,5.5666699999999985,0.99159,4.0,2.0,2.0
2694,289.9999,5.5666699999999985,0.99633,4.0,2.0,2.0
2695,299.9999,5.5666699999999985,0.9938,4.0,2.0,2.0
2696,309.9999,5.5666699999999985,0.99508,4.0,2.0,2.0
2697,319.9999,5.5666699999999985,0.99593,4.0,2.0,2.0
2698,329.9999,5.5666699999999985,0.9953,4.0,2.0,2.0
2699,339.9999,5.5666699999999985,0.99551,4.0,2.0,2.0
2700,349.9999,5.5666699999999985,0.99512,4.0,2.0,2.0
2701,359.9999,5.5666699999999985,0.99436,4.0,2.0,2.0
2702,369.9999,5.54667,0.98973,4.0,1.0,2.0
2703,379.9999,5.5666699999999985,0.99491,4.0,2.0,2.0
2704,389.9999,5.5666699999999985,0.99203,4.0,2.0,2.0
2705,399.9999,5.5666699999999985,0.99446,4.0,2.0,1.0
2706,409.9999,5.5666699999999985,0.99699,4.0,2.0,2.0
2707,419.9999,5.5666699999999985,0.9956,4.0,2.0,2.0
2708,429.9999,5.5666699999999985,0.99442,4.0,2.0,2.0
2709,439.9999,5.5666699999999985,0.99715,4.0,2.0,2.0
2710,449.9999,5.5666699999999985,0.99476,4.0,2.0,2.0
2711,459.9999,5.5666699999999985,0.99262,4.0,2.0,2.0
2712,469.9999,5.5666699999999985,0.99554,4.0,2.0,2.0
2713,479.9999,5.5666699999999985,0.99526,4.0,2.0,2.0
2714,489.9999,5.5666699999999985,0.99593,4.0,2.0,2.0
2715,499.9999,5.5666699999999985,0.99591,4.0,2.0,2.0
2716,509.9999,5.5666699999999985,0.99451,4.0,2.0,2.0
2717,519.9999,5.5666699999999985,0.99557,4.0,2.0,2.0
2718,529.9999,5.5666699999999985,0.99647,4.0,2.0,2.0
2719,539.9999,5.5666699999999985,0.99493,4.0,2.0,2.0
2720,549.9999,5.56,0.9890000000000001,4.0,1.0,2.0
2721,559.9999,5.55333,0.9916,4.0,2.0,2.0
2722,569.9999,5.5666699999999985,0.99497,4.0,2.0,2.0
2723,579.9999,5.5666699999999985,0.99386,4.0,2.0,2.0
2724,589.9999,5.5666699999999985,0.99421,4.0,2.0,2.0
2725,599.9999,5.5666699999999985,0.99426,4.0,2.0,2.0
2726,609.9999,5.5666699999999985,0.99523,4.0,2.0,2.0
2727,619.9999,5.5666699999999985,0.99359,4.0,2.0,2.0
2728,629.9999,5.5666699999999985,0.99535,4.0,2.0,2.0
2729,639.9999,5.5666699999999985,0.9959,4.0,2.0,2.0
2730,649.9999,5.5666699999999985,0.99383,4.0,2.0,2.0
2731,659.9999,5.5666699999999985,0.99618,4.0,2.0,2.0
2732,669.9999,5.5666699999999985,0.99564,4.0,2.0,2.0
2733,679.9999,5.5666699999999985,0.99529,4.0,2.0,2.0
2734,689.9999,5.5666699999999985,0.99449,4.0,2.0,2.0
2735,699.9999,5.5666699999999985,0.99486,4.0,2.0,2.0
2736,709.9999,5.5666699999999985,0.99565,4.0,2.0,2.0
2737,719.9999,5.5666699999999985,0.9948,4.0,2.0,2.0
2738,729.9999,5.5666699999999985,0.99379,4.0,2.0,2.0
2739,739.9999,5.5666699999999985,0.99601,4.0,2.0,2.0
2740,749.9999,5.55333,0.99097,4.0,2.0,2.0
2741,759.9999,5.5666699999999985,0.99445,4.0,2.0,2.0
2742,769.9999,5.5666699999999985,0.99501,4.0,2.0,2.0
2743,779.9999,5.5666699999999985,0.99645,4.0,2.0,2.0
2744,789.9999,5.5666699999999985,0.99575,4.0,2.0,2.0
2745,799.9999,5.5666699999999985,0.99421,4.0,2.0,2.0
2746,809.9999,5.5666699999999985,0.9951,4.0,2.0,2.0
2747,819.9999,5.5666699999999985,0.99585,4.0,2.0,2.0
2748,829.9999,5.5666699999999985,0.99635,4.0,2.0,2.0
2749,839.9999,5.5666699999999985,0.99533,4.0,2.0,2.0
2750,849.9999,5.5666699999999985,0.99393,4.0,2.0,2.0
2752,9.9999,4.76667,0.42224,4.0,1.0,2.0
2753,19.9999,5.26667,0.60004,4.0,1.0,2.0
2754,29.9999,5.28,0.7058800000000001,4.0,1.0,2.0
2755,39.9999,5.26667,0.77165,4.0,1.0,2.0
2756,49.9999,5.38667,0.8383799999999999,4.0,1.0,2.0
2757,59.9999,5.36667,0.87182,4.0,1.0,2.0
2758,69.9999,5.4333300000000015,0.9507,4.0,1.0,2.0
2759,79.9999,5.50667,0.99481,4.0,2.0,2.0
2760,89.9999,5.50667,0.99489,4.0,2.0,2.0
2761,99.9999,5.50667,0.9916,4.0,2.0,2.0
2762,109.9999,5.486669999999998,0.98728,4.0,1.0,2.0
2763,119.9999,5.5,0.9942,4.0,2.0,2.0
2764,129.9999,5.486669999999998,0.99287,4.0,2.0,2.0
2765,139.9999,5.48,0.9884,4.0,1.0,2.0
2766,149.9999,5.48,0.98556,4.0,1.0,2.0
2767,159.9999,5.5,0.99333,4.0,2.0,2.0
2768,169.9999,5.5,0.99595,4.0,2.0,2.0
2769,179.9999,5.5,0.99527,4.0,2.0,2.0
2770,189.9999,5.5,0.99466,4.0,2.0,2.0
2771,199.9999,5.5,0.99416,4.0,2.0,2.0
2772,209.9999,5.5,0.99576,4.0,2.0,2.0
2773,219.9999,5.5,0.99494,4.0,2.0,2.0
2774,229.9999,5.5,0.99412,4.0,2.0,2.0
2775,239.9999,5.5,0.99551,4.0,2.0,2.0
2776,249.9999,5.5,0.99474,4.0,2.0,2.0
2777,259.9999,5.5,0.9939,4.0,2.0,2.0
2778,269.9999,5.5,0.99437,4.0,2.0,2.0
2779,279.9999,5.5,0.99585,4.0,2.0,2.0
2780,289.9999,5.5,0.99603,4.0,2.0,2.0
2781,299.9999,5.5,0.99429,4.0,2.0,2.0
2783,319.9999,5.5,0.99531,4.0,2.0,2.0
2784,329.9999,5.5,0.99413,4.0,2.0,2.0
2785,339.9999,5.50667,0.99487,4.0,2.0,2.0
2786,349.9999,5.50667,0.99595,4.0,2.0,2.0
2787,359.9999,5.50667,0.99635,4.0,2.0,2.0
2788,369.9999,5.50667,0.99474,4.0,2.0,2.0
2789,379.9999,5.50667,0.99568,4.0,2.0,2.0
2790,389.9999,5.50667,0.99613,4.0,2.0,2.0
2791,399.9999,5.50667,0.99486,4.0,2.0,2.0
2792,409.9999,5.50667,0.99391,4.0,2.0,2.0
2793,419.9999,5.50667,0.9955,4.0,2.0,2.0
2794,429.9999,5.50667,0.99397,4.0,2.0,2.0
2795,439.9999,5.50667,0.99346,4.0,2.0,2.0
2796,449.9999,5.50667,0.99025,4.0,2.0,2.0
2797,459.9999,5.49333,0.98995,4.0,1.0,2.0
2798,469.9999,5.50667,0.99443,4.0,2.0,2.0
2799,479.9999,5.50667,0.99538,4.0,2.0,2.0
2800,489.9999,5.50667,0.9963,4.0,2.0,2.0
2801,499.9999,5.50667,0.99533,4.0,2.0,2.0
2802,509.9999,5.50667,0.99621,4.0,2.0,2.0
2803,519.9999,5.50667,0.99431,4.0,2.0,2.0
2804,529.9999,5.50667,0.99678,4.0,2.0,2.0
2805,539.9999,5.50667,0.99632,4.0,2.0,2.0
2806,549.9999,5.50667,0.99503,4.0,2.0,2.0
2807,559.9999,5.50667,0.99543,4.0,2.0,2.0
2808,569.9999,5.50667,0.99521,4.0,2.0,2.0
2809,579.9999,5.50667,0.99412,4.0,2.0,2.0
2810,589.9999,5.50667,0.99646,4.0,2.0,2.0
2811,599.9999,5.50667,0.99255,4.0,2.0,2.0
2812,609.9999,5.50667,0.99353,4.0,2.0,2.0
2813,619.9999,5.50667,0.99651,4.0,2.0,2.0
2814,629.9999,5.50667,0.99566,4.0,2.0,2.0
2815,639.9999,5.50667,0.99498,4.0,2.0,1.0
2816,649.9999,5.50667,0.99571,4.0,2.0,2.0
2817,659.9999,5.50667,0.99566,4.0,2.0,2.0
2818,669.9999,5.50667,0.99364,4.0,2.0,2.0
2819,679.9999,5.50667,0.99584,4.0,2.0,2.0
2820,689.9999,5.50667,0.99565,4.0,2.0,2.0
2821,699.9999,5.50667,0.99453,4.0,2.0,2.0
2822,709.9999,5.50667,0.99592,4.0,2.0,2.0
2823,719.9999,5.50667,0.99376,4.0,2.0,2.0
2824,729.9999,5.5,0.99014,4.0,2.0,2.0
2825,739.9999,5.50667,0.9959,4.0,2.0,2.0
2826,749.9999,5.50667,0.99433,4.0,2.0,2.0
2827,759.9999,5.50667,0.9932,4.0,2.0,2.0
2828,769.9999,5.50667,0.99543,4.0,2.0,2.0
2829,779.9999,5.50667,0.99567,4.0,2.0,2.0
2830,789.9999,5.486669999999998,0.98941,4.0,1.0,2.0
2831,799.9999,5.50667,0.99554,4.0,2.0,2.0
2832,809.9999,5.50667,0.99521,4.0,2.0,2.0
2833,819.9999,5.50667,0.99628,4.0,2.0,2.0
2834,829.9999,5.50667,0.9943,4.0,2.0,2.0
2835,839.9999,5.50667,0.99583,4.0,2.0,2.0
2836,849.9999,5.50667,0.99522,4.0,2.0,2.0
2837,0.0,5.56,0.99428,4.0,2.0,2.0
2838,9.9999,5.56,0.99412,4.0,2.0,2.0
2839,19.9999,5.56,0.99595,4.0,2.0,2.0
2840,29.9999,5.56,0.99584,4.0,2.0,2.0
2841,39.9999,5.56,0.99431,4.0,2.0,2.0
2842,49.9999,5.56,0.99421,4.0,2.0,2.0
2843,59.9999,5.56,0.99656,4.0,2.0,2.0
2844,69.9999,5.56,0.99615,4.0,2.0,2.0
2845,79.9999,5.56,0.99476,4.0,2.0,2.0
2846,89.9999,5.56,0.99357,4.0,2.0,2.0
2847,99.9999,5.56,0.99292,4.0,2.0,2.0
2848,109.9999,5.56,0.99456,4.0,2.0,2.0
2849,119.9999,5.56,0.99214,4.0,2.0,2.0
2850,129.9999,5.56,0.99612,4.0,2.0,2.0
2851,139.9999,5.56,0.99448,4.0,2.0,2.0
2852,149.9999,5.56,0.99483,4.0,2.0,2.0
2853,159.9999,5.56,0.99389,4.0,2.0,2.0
2854,169.9999,5.56,0.99528,4.0,2.0,2.0
2855,179.9999,5.56,0.99602,4.0,2.0,2.0
2856,189.9999,5.56,0.99548,4.0,2.0,2.0
2857,199.9999,5.56,0.99419,4.0,2.0,2.0
2858,209.9999,5.56,0.99458,4.0,2.0,2.0
2860,229.9999,5.56,0.99396,4.0,2.0,2.0
2861,239.9999,5.56,0.99566,4.0,2.0,2.0
2862,249.9999,5.56,0.99494,4.0,2.0,2.0
2863,259.9999,5.56,0.99401,4.0,2.0,2.0
2864,269.9999,5.56,0.99577,4.0,2.0,2.0
2865,279.9999,5.56,0.99548,4.0,2.0,2.0
2866,289.9999,5.56,0.99544,4.0,2.0,2.0
2867,299.9999,5.56,0.99508,4.0,2.0,2.0
2868,309.9999,5.56,0.99492,4.0,2.0,2.0
2870,329.9999,5.56,0.99415,4.0,2.0,2.0
2871,339.9999,5.56,0.99351,4.0,2.0,2.0
2872,349.9999,5.56,0.99537,4.0,2.0,2.0
2873,359.9999,5.56,0.99613,4.0,2.0,2.0
2874,369.9999,5.54,0.98911,4.0,1.0,2.0
2875,379.9999,5.56,0.99338,4.0,2.0,2.0
2876,389.9999,5.56,0.99443,4.0,2.0,2.0
2877,399.9999,5.56,0.99538,4.0,2.0,2.0
2878,409.9999,5.56,0.99541,4.0,2.0,2.0
2879,419.9999,5.56,0.99369,4.0,2.0,2.0
2880,429.9999,5.56,0.99423,4.0,2.0,2.0
2881,439.9999,5.56,0.9961,4.0,2.0,2.0
2882,449.9999,5.56,0.99419,4.0,2.0,2.0
2883,459.9999,5.56,0.99522,4.0,2.0,2.0
2884,469.9999,5.54667,0.98831,4.0,1.0,2.0
2885,479.9999,5.55333,0.99259,4.0,2.0,2.0
2886,489.9999,5.56,0.9934,4.0,2.0,2.0
2887,499.9999,5.56,0.99506,4.0,2.0,2.0
2888,509.9999,5.56,0.99335,4.0,2.0,2.0
2889,519.9999,5.56,0.99477,4.0,2.0,2.0
2890,529.9999,5.56,0.99593,4.0,2.0,2.0
2891,539.9999,5.56,0.9943,4.0,2.0,2.0
2892,549.9999,5.56,0.99477,4.0,2.0,2.0
2893,559.9999,5.56,0.99472,4.0,2.0,2.0
2894,569.9999,5.56,0.99656,4.0,2.0,2.0
2895,579.9999,5.56,0.99649,4.0,2.0,2.0
2896,589.9999,5.56,0.99545,4.0,2.0,2.0
2897,599.9999,5.56,0.99678,4.0,2.0,2.0
2898,609.9999,5.56,0.99609,4.0,2.0,2.0
2899,619.9999,5.56,0.99455,4.0,2.0,2.0
2901,639.9999,5.56,0.99465,4.0,2.0,2.0
2902,649.9999,5.56,0.99457,4.0,2.0,2.0
2903,659.9999,5.56,0.99512,4.0,2.0,2.0
2904,669.9999,5.56,0.99441,4.0,2.0,2.0
2905,679.9999,5.56,0.99596,4.0,2.0,2.0
2906,689.9999,5.56,0.99595,4.0,2.0,2.0
2907,699.9999,5.56,0.99618,4.0,2.0,2.0
2908,709.9999,5.56,0.99519,4.0,2.0,2.0
2909,719.9999,5.56,0.99599,4.0,2.0,2.0
2910,729.9999,5.56,0.99247,4.0,2.0,2.0
2911,739.9999,5.56,0.99439,4.0,2.0,2.0
2912,749.9999,5.56,0.9948,4.0,2.0,2.0
2913,759.9999,5.56,0.99558,4.0,2.0,2.0
2914,769.9999,5.56,0.99457,4.0,2.0,2.0
2915,779.9999,5.54667,0.98945,4.0,1.0,2.0
2916,789.9999,5.5666699999999985,0.99585,4.0,2.0,2.0
2917,799.9999,5.5666699999999985,0.99566,4.0,2.0,2.0
2918,809.9999,5.54667,0.99108,4.0,2.0,2.0
2919,819.9999,5.5666699999999985,0.99369,4.0,2.0,2.0
2920,829.9999,5.5666699999999985,0.99415,4.0,2.0,2.0
2921,839.9999,5.5666699999999985,0.99275,4.0,2.0,2.0
2922,849.9999,5.5666699999999985,0.99512,4.0,2.0,2.0
2923,0.0,1.7466700000000002,0.02671,0.0,0.0,1.0
2925,19.9999,4.75333,0.19431,4.0,1.0,2.0
2926,29.9999,4.74,0.25934,4.0,1.0,2.0
2928,49.9999,4.91333,0.40824,4.0,1.0,2.0
2930,69.9999,5.11333,0.58934,4.0,1.0,2.0
2932,89.9999,5.2333300000000005,0.67081,4.0,1.0,2.0
2933,99.9999,5.2733300000000005,0.6699,4.0,1.0,2.0
2934,109.9999,5.29333,0.7289,4.0,1.0,2.0
2935,119.9999,5.34667,0.80009,4.0,1.0,2.0
2936,129.9999,5.36667,0.83854,4.0,1.0,2.0
2937,139.9999,5.3933300000000015,0.8406399999999999,4.0,1.0,2.0
2938,149.9999,5.44667,0.91574,4.0,1.0,2.0
2939,159.9999,5.53333,0.98468,4.0,1.0,2.0
2940,169.9999,5.54,0.99381,4.0,2.0,2.0
2941,179.9999,5.53333,0.99236,4.0,2.0,2.0
2942,189.9999,5.52,0.9835,4.0,1.0,2.0
2943,199.9999,5.53333,0.99052,4.0,2.0,2.0
2944,209.9999,5.53333,0.98905,4.0,1.0,2.0
2945,219.9999,5.55333,0.99584,4.0,2.0,2.0
2946,229.9999,5.52,0.97751,4.0,1.0,2.0
2947,239.9999,5.55333,0.99211,4.0,2.0,2.0
2948,249.9999,5.56,0.99559,4.0,2.0,2.0
2949,259.9999,5.56,0.996,4.0,2.0,2.0
2950,269.9999,5.56,0.9926,4.0,2.0,2.0
2951,279.9999,5.56,0.99645,4.0,2.0,2.0
2952,289.9999,5.56,0.99535,4.0,2.0,2.0
2953,299.9999,5.56,0.99556,4.0,2.0,2.0
2954,309.9999,5.56,0.99422,4.0,2.0,2.0
2955,319.9999,5.56,0.99494,4.0,2.0,2.0
2956,329.9999,5.56,0.99574,4.0,2.0,2.0
2957,339.9999,5.56,0.9951,4.0,2.0,2.0
2958,349.9999,5.56,0.99463,4.0,2.0,2.0
2959,359.9999,5.56,0.9937,4.0,2.0,2.0
2960,369.9999,5.56,0.99409,4.0,2.0,2.0
2963,399.9999,5.56,0.99357,4.0,2.0,2.0
2964,409.9999,5.56,0.99507,4.0,2.0,2.0
2965,419.9999,5.56,0.99628,4.0,2.0,2.0
2966,429.9999,5.56,0.99416,4.0,2.0,2.0
2967,439.9999,5.56,0.99533,4.0,2.0,2.0
2968,449.9999,5.56,0.99314,4.0,2.0,2.0
2969,459.9999,5.56,0.99474,4.0,2.0,2.0
2970,469.9999,5.56,0.9954,4.0,2.0,2.0
2971,479.9999,5.56,0.99515,4.0,2.0,2.0
