level_0,Time,C6_avg,psi6,V,S-2,S-1,S0
5481,389.9999,5.56,0.99428,4.0,2.0,2.0,2.0
5482,399.9999,5.56,0.99357,4.0,2.0,2.0,2.0
5483,409.9999,5.56,0.99507,4.0,2.0,2.0,2.0
5484,419.9999,5.56,0.99628,4.0,2.0,2.0,2.0
5487,449.9999,5.56,0.99314,4.0,2.0,2.0,2.0
5488,459.9999,5.56,0.99474,4.0,2.0,2.0,2.0
5489,469.9999,5.56,0.9954,4.0,2.0,2.0,2.0
5490,479.9999,5.56,0.99515,4.0,2.0,2.0,2.0
5491,489.9999,5.56,0.99266,4.0,2.0,2.0,2.0
5492,499.9999,5.56,0.99247,4.0,2.0,2.0,2.0
5493,509.9999,5.56,0.99603,4.0,2.0,2.0,2.0
5494,519.9999,5.56,0.9942,4.0,2.0,2.0,2.0
5495,529.9999,5.54,0.98792,4.0,2.0,1.0,2.0
5496,539.9999,5.54,0.98802,4.0,2.0,1.0,2.0
5497,549.9999,5.56,0.99051,4.0,2.0,2.0,2.0
5498,559.9999,5.56,0.99417,4.0,2.0,2.0,2.0
5499,569.9999,5.56,0.99407,4.0,2.0,2.0,2.0
5500,579.9999,5.56,0.99575,4.0,2.0,2.0,2.0
5501,589.9999,5.56,0.9951,4.0,2.0,2.0,2.0
5502,599.9999,5.56,0.99239,4.0,2.0,2.0,2.0
5503,609.9999,5.56,0.99349,4.0,2.0,2.0,2.0
5504,619.9999,5.56,0.99595,4.0,2.0,2.0,2.0
5505,629.9999,5.56,0.99407,4.0,1.0,2.0,2.0
5506,639.9999,5.56,0.99448,4.0,1.0,2.0,2.0
5507,649.9999,5.56,0.99562,4.0,2.0,2.0,2.0
5508,659.9999,5.56,0.99603,4.0,2.0,2.0,2.0
5509,669.9999,5.56,0.99387,4.0,2.0,2.0,2.0
5510,679.9999,5.56,0.99348,4.0,2.0,2.0,2.0
5511,689.9999,5.56,0.99524,4.0,2.0,2.0,2.0
5512,699.9999,5.56,0.99524,4.0,2.0,2.0,2.0
5513,709.9999,5.56,0.99414,4.0,2.0,2.0,2.0
5514,719.9999,5.56,0.99621,4.0,2.0,2.0,2.0
5515,729.9999,5.56,0.99629,4.0,2.0,2.0,2.0
5516,739.9999,5.56,0.99307,4.0,2.0,2.0,2.0
5517,749.9999,5.56,0.9953,4.0,2.0,2.0,2.0
5518,759.9999,5.56,0.99202,4.0,2.0,2.0,2.0
5519,769.9999,5.56,0.99522,4.0,2.0,2.0,2.0
5520,779.9999,5.56,0.99427,4.0,2.0,2.0,2.0
5521,789.9999,5.56,0.9955,4.0,2.0,2.0,2.0
5522,799.9999,5.56,0.99485,4.0,2.0,2.0,2.0
5523,809.9999,5.56,0.99514,4.0,2.0,2.0,2.0
5524,819.9999,5.56,0.993,4.0,2.0,2.0,2.0
5525,829.9999,5.56,0.99512,4.0,2.0,2.0,2.0
5526,839.9999,5.56,0.99515,4.0,2.0,2.0,2.0
5527,849.9999,5.56,0.99469,4.0,2.0,2.0,2.0
5528,859.9999,5.56,0.99454,4.0,2.0,2.0,2.0
5529,869.9999,5.56,0.99334,4.0,2.0,2.0,2.0
5530,879.9999,5.56,0.99596,4.0,2.0,2.0,2.0
5531,889.9999,5.56,0.99619,4.0,2.0,2.0,2.0
5532,899.9999,5.56,0.99547,4.0,2.0,2.0,2.0
5533,99.9999,5.56,0.9939,4.0,2.0,2.0,2.0
5534,109.9999,5.56,0.99547,4.0,2.0,2.0,2.0
5535,119.9999,5.56,0.99496,4.0,2.0,2.0,2.0
5536,129.9999,5.56,0.99544,4.0,2.0,2.0,2.0
5537,139.9999,5.56,0.99547,4.0,2.0,2.0,2.0
5538,149.9999,5.54,0.98764,4.0,2.0,1.0,2.0
5539,159.9999,5.56,0.99537,4.0,2.0,2.0,2.0
5540,169.9999,5.56,0.99572,4.0,2.0,2.0,2.0
5541,179.9999,5.56,0.99527,4.0,2.0,2.0,2.0
5542,189.9999,5.5666699999999985,0.99602,4.0,2.0,2.0,2.0
5543,199.9999,5.5666699999999985,0.99542,4.0,2.0,2.0,2.0
5544,209.9999,5.5666699999999985,0.99638,4.0,2.0,2.0,2.0
5545,219.9999,5.5666699999999985,0.99352,4.0,2.0,2.0,2.0
5546,229.9999,5.5666699999999985,0.99488,4.0,2.0,2.0,2.0
5547,239.9999,5.5666699999999985,0.99342,4.0,2.0,2.0,2.0
5548,249.9999,5.5666699999999985,0.99504,4.0,1.0,2.0,2.0
5549,259.9999,5.5666699999999985,0.9934,4.0,2.0,2.0,2.0
5550,269.9999,5.5666699999999985,0.99137,4.0,2.0,2.0,1.0
5551,279.9999,5.5666699999999985,0.99159,4.0,2.0,2.0,2.0
5552,289.9999,5.5666699999999985,0.99633,4.0,2.0,2.0,2.0
5553,299.9999,5.5666699999999985,0.9938,4.0,2.0,2.0,2.0
5554,309.9999,5.5666699999999985,0.99508,4.0,2.0,2.0,2.0
5555,319.9999,5.5666699999999985,0.99593,4.0,2.0,2.0,2.0
5556,329.9999,5.5666699999999985,0.9953,4.0,2.0,2.0,2.0
5557,339.9999,5.5666699999999985,0.99551,4.0,2.0,2.0,2.0
5558,349.9999,5.5666699999999985,0.99512,4.0,2.0,2.0,2.0
5559,359.9999,5.5666699999999985,0.99436,4.0,2.0,2.0,2.0
5560,369.9999,5.54667,0.98973,4.0,2.0,1.0,2.0
5561,379.9999,5.5666699999999985,0.99491,4.0,2.0,2.0,2.0
5562,389.9999,5.5666699999999985,0.99203,4.0,2.0,2.0,2.0
5563,399.9999,5.5666699999999985,0.99446,4.0,2.0,2.0,2.0
5564,409.9999,5.5666699999999985,0.99699,4.0,2.0,2.0,2.0
5565,419.9999,5.5666699999999985,0.9956,4.0,2.0,2.0,2.0
5566,429.9999,5.5666699999999985,0.99442,4.0,2.0,2.0,2.0
5567,439.9999,5.5666699999999985,0.99715,4.0,2.0,2.0,2.0
5568,449.9999,5.5666699999999985,0.99476,4.0,2.0,2.0,1.0
5569,459.9999,5.5666699999999985,0.99262,4.0,2.0,2.0,2.0
5570,469.9999,5.5666699999999985,0.99554,4.0,1.0,2.0,2.0
5571,479.9999,5.5666699999999985,0.99526,4.0,2.0,2.0,2.0
5572,489.9999,5.5666699999999985,0.99593,4.0,2.0,2.0,2.0
5573,499.9999,5.5666699999999985,0.99591,4.0,2.0,2.0,2.0
5574,509.9999,5.5666699999999985,0.99451,4.0,2.0,2.0,2.0
5575,519.9999,5.5666699999999985,0.99557,4.0,2.0,2.0,2.0
5576,529.9999,5.5666699999999985,0.99647,4.0,2.0,2.0,2.0
5577,539.9999,5.5666699999999985,0.99493,4.0,2.0,2.0,2.0
5578,549.9999,5.56,0.9890000000000001,4.0,2.0,1.0,2.0
5579,559.9999,5.55333,0.9916,4.0,2.0,2.0,2.0
5580,569.9999,5.5666699999999985,0.99497,4.0,2.0,2.0,2.0
5581,579.9999,5.5666699999999985,0.99386,4.0,2.0,2.0,2.0
5582,589.9999,5.5666699999999985,0.99421,4.0,2.0,2.0,2.0
5583,599.9999,5.5666699999999985,0.99426,4.0,2.0,2.0,2.0
5584,609.9999,5.5666699999999985,0.99523,4.0,2.0,2.0,2.0
5585,619.9999,5.5666699999999985,0.99359,4.0,2.0,2.0,2.0
5586,629.9999,5.5666699999999985,0.99535,4.0,2.0,2.0,2.0
5587,639.9999,5.5666699999999985,0.9959,4.0,2.0,2.0,2.0
5588,649.9999,5.5666699999999985,0.99383,4.0,1.0,2.0,2.0
5589,659.9999,5.5666699999999985,0.99618,4.0,2.0,2.0,2.0
5590,669.9999,5.5666699999999985,0.99564,4.0,2.0,2.0,2.0
5591,679.9999,5.5666699999999985,0.99529,4.0,2.0,2.0,2.0
5592,689.9999,5.5666699999999985,0.99449,4.0,2.0,2.0,2.0
5593,699.9999,5.5666699999999985,0.99486,4.0,2.0,2.0,2.0
5594,709.9999,5.5666699999999985,0.99565,4.0,2.0,2.0,2.0
5595,719.9999,5.5666699999999985,0.9948,4.0,2.0,2.0,2.0
5596,729.9999,5.5666699999999985,0.99379,4.0,2.0,2.0,2.0
5597,739.9999,5.5666699999999985,0.99601,4.0,2.0,2.0,2.0
5598,749.9999,5.55333,0.99097,4.0,2.0,2.0,2.0
5599,759.9999,5.5666699999999985,0.99445,4.0,2.0,2.0,2.0
5600,769.9999,5.5666699999999985,0.99501,4.0,2.0,2.0,2.0
5601,779.9999,5.5666699999999985,0.99645,4.0,2.0,2.0,2.0
5602,789.9999,5.5666699999999985,0.99575,4.0,2.0,2.0,2.0
5603,799.9999,5.5666699999999985,0.99421,4.0,2.0,2.0,2.0
5604,809.9999,5.5666699999999985,0.9951,4.0,2.0,2.0,2.0
5605,819.9999,5.5666699999999985,0.99585,4.0,2.0,2.0,2.0
5606,829.9999,5.5666699999999985,0.99635,4.0,2.0,2.0,2.0
5607,839.9999,5.5666699999999985,0.99533,4.0,2.0,2.0,2.0
5608,849.9999,5.5666699999999985,0.99393,4.0,2.0,2.0,2.0
5609,859.9999,5.5666699999999985,0.99535,4.0,2.0,2.0,2.0
5610,869.9999,5.5666699999999985,0.99523,4.0,2.0,2.0,2.0
5611,879.9999,5.5666699999999985,0.99587,4.0,2.0,2.0,2.0
5612,889.9999,5.5666699999999985,0.99663,4.0,2.0,2.0,2.0
5613,899.9999,5.5666699999999985,0.99224,4.0,2.0,2.0,2.0
5614,99.9999,5.50667,0.9916,4.0,0.0,2.0,2.0
5615,109.9999,5.486669999999998,0.98728,4.0,1.0,1.0,2.0
5616,119.9999,5.5,0.9942,4.0,1.0,2.0,2.0
5617,129.9999,5.486669999999998,0.99287,4.0,1.0,2.0,2.0
5618,139.9999,5.48,0.9884,4.0,1.0,1.0,2.0
5619,149.9999,5.48,0.98556,4.0,1.0,1.0,2.0
5620,159.9999,5.5,0.99333,4.0,1.0,2.0,2.0
5621,169.9999,5.5,0.99595,4.0,1.0,2.0,2.0
5622,179.9999,5.5,0.99527,4.0,2.0,2.0,2.0
5623,189.9999,5.5,0.99466,4.0,2.0,2.0,2.0
5624,199.9999,5.5,0.99416,4.0,2.0,2.0,2.0
5625,209.9999,5.5,0.99576,4.0,1.0,2.0,2.0
5626,219.9999,5.5,0.99494,4.0,2.0,2.0,2.0
5627,229.9999,5.5,0.99412,4.0,2.0,2.0,2.0
5628,239.9999,5.5,0.99551,4.0,1.0,2.0,2.0
5629,249.9999,5.5,0.99474,4.0,1.0,2.0,2.0
5630,259.9999,5.5,0.9939,4.0,2.0,2.0,2.0
5631,269.9999,5.5,0.99437,4.0,2.0,2.0,2.0
5632,279.9999,5.5,0.99585,4.0,2.0,2.0,2.0
5633,289.9999,5.5,0.99603,4.0,2.0,2.0,2.0
5634,299.9999,5.5,0.99429,4.0,2.0,2.0,2.0
5635,309.9999,5.5,0.99484,4.0,2.0,2.0,2.0
5636,319.9999,5.5,0.99531,4.0,2.0,2.0,2.0
5637,329.9999,5.5,0.99413,4.0,2.0,2.0,2.0
5638,339.9999,5.50667,0.99487,4.0,2.0,2.0,2.0
5639,349.9999,5.50667,0.99595,4.0,2.0,2.0,2.0
5641,369.9999,5.50667,0.99474,4.0,2.0,2.0,2.0
5642,379.9999,5.50667,0.99568,4.0,2.0,2.0,2.0
5643,389.9999,5.50667,0.99613,4.0,2.0,2.0,2.0
5644,399.9999,5.50667,0.99486,4.0,2.0,2.0,2.0
5645,409.9999,5.50667,0.99391,4.0,2.0,2.0,2.0
5646,419.9999,5.50667,0.9955,4.0,2.0,2.0,2.0
5647,429.9999,5.50667,0.99397,4.0,2.0,2.0,2.0
5648,439.9999,5.50667,0.99346,4.0,2.0,2.0,2.0
5649,449.9999,5.50667,0.99025,4.0,2.0,2.0,2.0
5650,459.9999,5.49333,0.98995,4.0,2.0,1.0,2.0
5651,469.9999,5.50667,0.99443,4.0,2.0,2.0,2.0
5652,479.9999,5.50667,0.99538,4.0,2.0,2.0,2.0
5653,489.9999,5.50667,0.9963,4.0,2.0,2.0,2.0
5654,499.9999,5.50667,0.99533,4.0,2.0,2.0,2.0
5655,509.9999,5.50667,0.99621,4.0,2.0,2.0,2.0
5656,519.9999,5.50667,0.99431,4.0,2.0,2.0,2.0
5657,529.9999,5.50667,0.99678,4.0,2.0,2.0,2.0
5658,539.9999,5.50667,0.99632,4.0,2.0,2.0,2.0
5659,549.9999,5.50667,0.99503,4.0,2.0,2.0,2.0
5660,559.9999,5.50667,0.99543,4.0,1.0,2.0,2.0
5661,569.9999,5.50667,0.99521,4.0,2.0,2.0,2.0
5662,579.9999,5.50667,0.99412,4.0,2.0,2.0,2.0
5663,589.9999,5.50667,0.99646,4.0,2.0,2.0,2.0
5664,599.9999,5.50667,0.99255,4.0,2.0,2.0,2.0
5665,609.9999,5.50667,0.99353,4.0,2.0,2.0,2.0
5666,619.9999,5.50667,0.99651,4.0,2.0,2.0,2.0
5667,629.9999,5.50667,0.99566,4.0,2.0,2.0,2.0
5668,639.9999,5.50667,0.99498,4.0,2.0,2.0,2.0
5669,649.9999,5.50667,0.99571,4.0,2.0,2.0,2.0
5670,659.9999,5.50667,0.99566,4.0,2.0,2.0,2.0
5671,669.9999,5.50667,0.99364,4.0,2.0,2.0,2.0
5672,679.9999,5.50667,0.99584,4.0,2.0,2.0,2.0
5673,689.9999,5.50667,0.99565,4.0,2.0,2.0,1.0
5674,699.9999,5.50667,0.99453,4.0,2.0,2.0,2.0
5675,709.9999,5.50667,0.99592,4.0,2.0,2.0,2.0
5676,719.9999,5.50667,0.99376,4.0,2.0,2.0,2.0
5677,729.9999,5.5,0.99014,4.0,2.0,2.0,2.0
5678,739.9999,5.50667,0.9959,4.0,2.0,2.0,2.0
5679,749.9999,5.50667,0.99433,4.0,2.0,2.0,2.0
5680,759.9999,5.50667,0.9932,4.0,2.0,2.0,2.0
5681,769.9999,5.50667,0.99543,4.0,2.0,2.0,2.0
5682,779.9999,5.50667,0.99567,4.0,2.0,2.0,2.0
5683,789.9999,5.486669999999998,0.98941,4.0,2.0,1.0,2.0
5684,799.9999,5.50667,0.99554,4.0,2.0,2.0,2.0
5685,809.9999,5.50667,0.99521,4.0,2.0,2.0,2.0
5686,819.9999,5.50667,0.99628,4.0,2.0,2.0,2.0
5687,829.9999,5.50667,0.9943,4.0,2.0,2.0,2.0
5688,839.9999,5.50667,0.99583,4.0,2.0,2.0,2.0
5689,849.9999,5.50667,0.99522,4.0,2.0,2.0,2.0
5690,859.9999,5.50667,0.99562,4.0,2.0,2.0,2.0
5691,869.9999,5.50667,0.99677,4.0,2.0,2.0,2.0
5692,879.9999,5.50667,0.99508,4.0,2.0,2.0,2.0
5693,889.9999,5.50667,0.99522,4.0,1.0,2.0,2.0
5694,899.9999,5.50667,0.99407,4.0,2.0,2.0,2.0
5695,99.9999,5.32,0.67205,4.0,0.0,1.0,1.0
5696,109.9999,5.3533300000000015,0.67709,4.0,1.0,1.0,1.0
5699,139.9999,5.32667,0.79132,4.0,1.0,1.0,1.0
5700,149.9999,5.37333,0.8257,4.0,1.0,1.0,1.0
5702,169.9999,5.37333,0.82426,4.0,1.0,1.0,2.0
5703,179.9999,5.3933300000000015,0.8310700000000001,4.0,1.0,1.0,2.0
5704,189.9999,5.3933300000000015,0.83673,4.0,1.0,1.0,1.0
5706,209.9999,5.3933300000000015,0.83809,4.0,1.0,1.0,2.0
5707,219.9999,5.38667,0.8488,4.0,1.0,1.0,2.0
5708,229.9999,5.3533300000000015,0.84225,4.0,1.0,1.0,2.0
5709,239.9999,5.4,0.8595,4.0,1.0,1.0,2.0
5710,249.9999,5.42667,0.89502,4.0,1.0,1.0,2.0
5711,259.9999,5.54,0.98643,4.0,1.0,1.0,2.0
5712,269.9999,5.56,0.99538,4.0,1.0,2.0,2.0
5713,279.9999,5.56,0.99669,4.0,1.0,2.0,2.0
5714,289.9999,5.54667,0.9886,4.0,1.0,1.0,2.0
5715,299.9999,5.54667,0.98863,4.0,1.0,1.0,2.0
5716,309.9999,5.5666699999999985,0.99581,4.0,1.0,2.0,2.0
5717,319.9999,5.5666699999999985,0.9940000000000001,4.0,1.0,2.0,2.0
5718,329.9999,5.5666699999999985,0.99533,4.0,1.0,2.0,2.0
5719,339.9999,5.5666699999999985,0.99592,4.0,1.0,2.0,2.0
5720,349.9999,5.5666699999999985,0.99507,4.0,1.0,2.0,2.0
5721,359.9999,5.5666699999999985,0.99558,4.0,1.0,2.0,2.0
5722,369.9999,5.5666699999999985,0.9928,4.0,2.0,2.0,2.0
5723,379.9999,5.5666699999999985,0.99569,4.0,2.0,2.0,2.0
5724,389.9999,5.5666699999999985,0.99621,4.0,1.0,2.0,2.0
5725,399.9999,5.5666699999999985,0.99528,4.0,1.0,2.0,2.0
5726,409.9999,5.5666699999999985,0.99596,4.0,2.0,2.0,2.0
5727,419.9999,5.5666699999999985,0.99608,4.0,2.0,2.0,2.0
5728,429.9999,5.5666699999999985,0.99516,4.0,2.0,2.0,2.0
5729,439.9999,5.5666699999999985,0.99608,4.0,2.0,2.0,2.0
5730,449.9999,5.5666699999999985,0.99553,4.0,2.0,2.0,2.0
5731,459.9999,5.5666699999999985,0.99531,4.0,2.0,2.0,2.0
5732,469.9999,5.5666699999999985,0.99569,4.0,2.0,2.0,2.0
5733,479.9999,5.5666699999999985,0.99309,4.0,2.0,2.0,2.0
5734,489.9999,5.5666699999999985,0.99647,4.0,2.0,2.0,2.0
5735,499.9999,5.5666699999999985,0.99665,4.0,2.0,2.0,2.0
5736,509.9999,5.5666699999999985,0.9947,4.0,2.0,2.0,2.0
5737,519.9999,5.5666699999999985,0.99622,4.0,2.0,2.0,2.0
5738,529.9999,5.5666699999999985,0.99556,4.0,2.0,2.0,2.0
5739,539.9999,5.5666699999999985,0.99492,4.0,2.0,2.0,2.0
5740,549.9999,5.5666699999999985,0.99281,4.0,2.0,2.0,2.0
5741,559.9999,5.5666699999999985,0.99647,4.0,2.0,2.0,2.0
5742,569.9999,5.5666699999999985,0.99605,4.0,2.0,2.0,2.0
5743,579.9999,5.5666699999999985,0.9951,4.0,2.0,2.0,2.0
5744,589.9999,5.5666699999999985,0.99561,4.0,2.0,2.0,2.0
5745,599.9999,5.5666699999999985,0.99503,4.0,2.0,2.0,2.0
5746,609.9999,5.5666699999999985,0.9937,4.0,2.0,2.0,2.0
5747,619.9999,5.5666699999999985,0.99573,4.0,2.0,2.0,2.0
5748,629.9999,5.5666699999999985,0.99438,4.0,2.0,2.0,2.0
5749,639.9999,5.5666699999999985,0.99549,4.0,2.0,2.0,2.0
5750,649.9999,5.5666699999999985,0.99531,4.0,2.0,2.0,2.0
5751,659.9999,5.5666699999999985,0.99525,4.0,2.0,2.0,2.0
5752,669.9999,5.5666699999999985,0.99541,4.0,2.0,2.0,2.0
5753,679.9999,5.5666699999999985,0.99543,4.0,2.0,2.0,2.0
5754,689.9999,5.5666699999999985,0.99496,4.0,2.0,2.0,2.0
5755,699.9999,5.5666699999999985,0.99489,4.0,2.0,2.0,2.0
5756,709.9999,5.5666699999999985,0.99638,4.0,2.0,2.0,2.0
5757,719.9999,5.5666699999999985,0.99596,4.0,2.0,2.0,2.0
5758,729.9999,5.5666699999999985,0.99576,4.0,2.0,2.0,2.0
5759,739.9999,5.5666699999999985,0.99524,4.0,2.0,2.0,2.0
5760,749.9999,5.5666699999999985,0.99663,4.0,2.0,2.0,2.0
5761,759.9999,5.5666699999999985,0.9969,4.0,2.0,2.0,2.0
5762,769.9999,5.5666699999999985,0.99623,4.0,2.0,2.0,2.0
5763,779.9999,5.5666699999999985,0.99602,4.0,2.0,2.0,2.0
5764,789.9999,5.5666699999999985,0.99436,4.0,2.0,2.0,2.0
5765,799.9999,5.57333,0.99541,4.0,2.0,2.0,2.0
5766,809.9999,5.57333,0.99642,4.0,2.0,2.0,2.0
5767,819.9999,5.57333,0.99618,4.0,2.0,2.0,2.0
5768,829.9999,5.57333,0.99572,4.0,2.0,2.0,2.0
5769,839.9999,5.57333,0.99562,4.0,2.0,2.0,2.0
5770,849.9999,5.57333,0.99489,4.0,2.0,2.0,2.0
5771,859.9999,5.57333,0.99637,4.0,2.0,2.0,2.0
5772,869.9999,5.57333,0.9963,4.0,2.0,2.0,2.0
5773,879.9999,5.57333,0.99404,4.0,2.0,2.0,2.0
5774,889.9999,5.57333,0.99463,4.0,2.0,2.0,2.0
5775,899.9999,5.57333,0.99513,4.0,2.0,2.0,2.0
5777,109.9999,4.973330000000002,0.15866,4.0,1.0,1.0,1.0
5779,129.9999,4.96,0.14752,4.0,1.0,1.0,1.0
5781,149.9999,4.96,0.14709,4.0,1.0,1.0,1.0
5782,159.9999,4.96667,0.14093,4.0,1.0,1.0,1.0
5783,169.9999,4.973330000000002,0.16134,4.0,1.0,1.0,1.0
5785,189.9999,4.96,0.14281,4.0,1.0,1.0,1.0
5786,199.9999,4.973330000000002,0.14576,4.0,1.0,1.0,1.0
5787,209.9999,4.94667,0.12012,4.0,1.0,1.0,1.0
5788,219.9999,4.96,0.15322,4.0,1.0,1.0,1.0
5790,239.9999,4.94667,0.13438,4.0,1.0,1.0,1.0
5791,249.9999,4.95333,0.12134,4.0,1.0,1.0,1.0
5792,259.9999,4.98,0.15463,4.0,1.0,1.0,1.0
5795,289.9999,4.90667,0.15286,4.0,1.0,1.0,1.0
5796,299.9999,4.95333,0.14931,4.0,1.0,1.0,1.0
5797,309.9999,4.96667,0.16241,4.0,1.0,1.0,1.0
5799,329.9999,5.026669999999998,0.17356,4.0,1.0,1.0,1.0
5800,339.9999,5.0,0.14096,4.0,1.0,1.0,1.0
5801,349.9999,4.986669999999998,0.12972,4.0,1.0,1.0,1.0
5802,359.9999,4.94,0.12244,4.0,1.0,1.0,1.0
5803,369.9999,4.99333,0.11376,4.0,1.0,1.0,1.0
5804,379.9999,4.90667,0.13443,4.0,1.0,1.0,1.0
5808,419.9999,4.96,0.12589,4.0,1.0,1.0,1.0
5812,459.9999,4.9333300000000015,0.13854,4.0,1.0,1.0,1.0
5814,479.9999,4.91333,0.12732000000000002,4.0,1.0,1.0,1.0
5816,499.9999,4.92,0.12616,4.0,1.0,1.0,1.0
5817,509.9999,4.9333300000000015,0.15700999999999998,4.0,1.0,1.0,1.0
5818,519.9999,4.8933300000000015,0.14744000000000002,4.0,1.0,1.0,1.0
5821,549.9999,4.92,0.14575,4.0,1.0,1.0,1.0
5823,569.9999,4.94,0.14874,4.0,1.0,1.0,1.0
5824,579.9999,4.95333,0.15283,4.0,1.0,1.0,1.0
5825,589.9999,4.94667,0.13696,4.0,1.0,1.0,1.0
5826,599.9999,4.91333,0.15593,4.0,1.0,1.0,1.0
5828,619.9999,4.91333,0.13746,4.0,1.0,1.0,1.0
5829,629.9999,4.92667,0.12722999999999998,4.0,1.0,1.0,1.0
5831,649.9999,4.91333,0.11935,4.0,1.0,1.0,1.0
5832,659.9999,4.9,0.13512000000000002,4.0,1.0,1.0,1.0
5833,669.9999,4.94,0.13577999999999998,4.0,1.0,1.0,1.0
5834,679.9999,4.94667,0.15111,4.0,1.0,1.0,1.0
5835,689.9999,4.9,0.13997,4.0,1.0,1.0,1.0
5836,699.9999,4.95333,0.12309,4.0,1.0,1.0,1.0
5837,709.9999,4.92,0.12188,4.0,1.0,1.0,1.0
5838,719.9999,4.94667,0.14257,4.0,1.0,1.0,1.0
5839,729.9999,4.90667,0.12952,4.0,1.0,1.0,1.0
5840,739.9999,4.9,0.1433,4.0,1.0,1.0,1.0
5842,759.9999,4.94667,0.12353,4.0,1.0,1.0,1.0
5843,769.9999,4.8933300000000015,0.14852,4.0,1.0,1.0,1.0
5845,789.9999,4.94667,0.12836,4.0,1.0,1.0,1.0
5846,799.9999,4.94667,0.13803,4.0,1.0,1.0,1.0
5847,809.9999,4.90667,0.13357,4.0,1.0,1.0,1.0
5849,829.9999,4.92667,0.1417,4.0,1.0,1.0,1.0
5850,839.9999,5.00667,0.14835,4.0,1.0,1.0,1.0
5851,849.9999,4.96667,0.13899,4.0,1.0,1.0,1.0
5853,869.9999,4.94,0.13355999999999998,4.0,1.0,1.0,1.0
5854,879.9999,4.96667,0.11515999999999997,4.0,1.0,1.0,1.0
5855,889.9999,4.94,0.12375,4.0,1.0,1.0,1.0
5856,899.9999,4.9333300000000015,0.13921,4.0,1.0,1.0,1.0
5858,109.9999,5.3,0.43226,4.0,1.0,1.0,1.0
5859,119.9999,5.26,0.41463,4.0,1.0,1.0,1.0
5860,129.9999,5.2733300000000005,0.42825,4.0,1.0,1.0,1.0
5861,139.9999,5.3,0.42847,4.0,1.0,1.0,1.0
5863,159.9999,5.26,0.44932,4.0,1.0,1.0,1.0
5869,219.9999,5.2733300000000005,0.45673,4.0,1.0,1.0,1.0
5871,239.9999,5.28,0.44119,4.0,1.0,1.0,1.0
5872,249.9999,5.28,0.45237,4.0,1.0,1.0,1.0
5874,269.9999,5.28667,0.45682,4.0,1.0,1.0,1.0
5875,279.9999,5.28667,0.46493,4.0,1.0,1.0,1.0
5877,299.9999,5.28,0.46359,4.0,1.0,1.0,1.0
5880,329.9999,5.28667,0.46134,4.0,1.0,1.0,1.0
5882,349.9999,5.3,0.46062,4.0,1.0,1.0,1.0
5884,369.9999,5.28667,0.45444,4.0,1.0,1.0,1.0
5886,389.9999,5.29333,0.45563,4.0,1.0,1.0,1.0
5892,449.9999,5.28667,0.45398,4.0,1.0,1.0,1.0
5894,469.9999,5.3,0.47088,4.0,1.0,1.0,1.0
5895,479.9999,5.2733300000000005,0.45153,4.0,1.0,1.0,1.0
5896,489.9999,5.26667,0.45124,4.0,1.0,1.0,1.0
5897,499.9999,5.26667,0.45229,4.0,1.0,1.0,1.0
5900,529.9999,5.28,0.44439,4.0,1.0,1.0,1.0
5902,549.9999,5.29333,0.45878,4.0,1.0,1.0,1.0
5903,559.9999,5.28667,0.46322,4.0,1.0,1.0,1.0
5904,569.9999,5.28,0.47461,4.0,1.0,1.0,1.0
5907,599.9999,5.28667,0.46555,4.0,1.0,1.0,1.0
5908,609.9999,5.28667,0.46434,4.0,1.0,1.0,1.0
5909,619.9999,5.2733300000000005,0.45968,4.0,1.0,1.0,1.0
5910,629.9999,5.25333,0.43569,4.0,1.0,1.0,1.0
5912,649.9999,5.28,0.46115,4.0,1.0,1.0,1.0
5913,659.9999,5.28,0.46357,4.0,1.0,1.0,1.0
5914,669.9999,5.28,0.45311,4.0,1.0,1.0,1.0
5916,689.9999,5.26667,0.45268,4.0,1.0,1.0,1.0
5917,699.9999,5.2733300000000005,0.47071,4.0,1.0,1.0,1.0
5918,709.9999,5.26,0.45205,4.0,1.0,1.0,1.0
5921,739.9999,5.28667,0.45805,4.0,1.0,1.0,1.0
5922,749.9999,5.2733300000000005,0.46873,4.0,1.0,1.0,1.0
5923,759.9999,5.28,0.45764,4.0,1.0,1.0,1.0
5926,789.9999,5.28,0.45847,4.0,1.0,1.0,1.0
5928,809.9999,5.2733300000000005,0.4654100000000001,4.0,1.0,1.0,1.0
5929,819.9999,5.2733300000000005,0.4656,4.0,1.0,1.0,1.0
5930,829.9999,5.29333,0.46578,4.0,1.0,1.0,1.0
5931,839.9999,5.28667,0.4612,4.0,1.0,1.0,1.0
5932,849.9999,5.28,0.46111,4.0,1.0,1.0,1.0
5933,859.9999,5.28,0.45759,4.0,1.0,1.0,1.0
5935,879.9999,5.2733300000000005,0.46027,4.0,1.0,1.0,1.0
5936,889.9999,5.2733300000000005,0.4621,4.0,1.0,1.0,1.0
5937,899.9999,5.28667,0.4687,4.0,1.0,1.0,1.0
5938,99.9999,5.56,0.99473,4.0,2.0,2.0,2.0
5939,109.9999,5.56,0.99686,4.0,2.0,2.0,2.0
5940,119.9999,5.56,0.99613,4.0,2.0,2.0,2.0
5941,129.9999,5.56,0.99465,4.0,2.0,2.0,2.0
5942,139.9999,5.56,0.99584,4.0,2.0,2.0,2.0
