level_0,Time,C6_avg,psi6,V,S-2,S-1,S0
1846,749.9999,3.1,0.16174000000000002,2.0,0.0,0.0,0.0
1847,759.9999,3.20667,0.11643,2.0,0.0,0.0,0.0
1849,779.9999,3.25333,0.22036,2.0,0.0,0.0,0.0
1852,809.9999,3.28,0.27846,2.0,0.0,0.0,0.0
1854,829.9999,3.18667,0.22402,2.0,0.0,0.0,0.0
1855,839.9999,3.32,0.26822,2.0,0.0,0.0,0.0
1859,879.9999,3.35333,0.22086,2.0,0.0,0.0,0.0
1862,99.9999,2.11333,0.05619,2.0,0.0,0.0,0.0
1864,119.9999,2.30667,0.11702,2.0,0.0,0.0,0.0
1865,129.9999,2.32,0.0751,2.0,0.0,0.0,0.0
1866,139.9999,2.33333,0.057829999999999986,2.0,0.0,0.0,0.0
1869,169.9999,2.36667,0.02224,2.0,0.0,0.0,0.0
1871,189.9999,2.36667,0.03049,2.0,0.0,0.0,0.0
1877,249.9999,2.59333,0.05139,2.0,0.0,0.0,0.0
1878,259.9999,2.52667,0.04221,2.0,0.0,0.0,0.0
1880,279.9999,2.49333,0.03209,2.0,0.0,0.0,0.0
1881,289.9999,2.46667,0.01231,2.0,0.0,0.0,0.0
1888,359.9999,2.70667,0.10067,2.0,0.0,0.0,0.0
1889,369.9999,2.64,0.05189,2.0,0.0,0.0,0.0
1890,379.9999,2.57333,0.04519,2.0,0.0,0.0,0.0
1896,439.9999,2.65333,0.00509,2.0,0.0,0.0,0.0
1898,459.9999,2.72,0.05264,2.0,0.0,0.0,0.0
1899,469.9999,2.64,0.08626,2.0,0.0,0.0,0.0
1901,489.9999,2.74,0.041510000000000005,2.0,0.0,0.0,0.0
1904,519.9999,2.76,0.01178,2.0,0.0,0.0,0.0
1905,529.9999,2.76667,0.10826,2.0,0.0,0.0,0.0
1906,539.9999,2.65333,0.08148999999999999,2.0,0.0,0.0,0.0
1907,549.9999,2.44667,0.062070000000000014,2.0,0.0,0.0,0.0
1908,559.9999,2.64667,0.11153,2.0,0.0,0.0,0.0
1909,569.9999,2.71333,0.1768,2.0,0.0,0.0,0.0
1911,589.9999,2.56667,0.08284,2.0,0.0,0.0,0.0
1913,609.9999,2.66667,0.03905,2.0,0.0,0.0,0.0
1914,619.9999,2.54,0.03124,2.0,0.0,0.0,0.0
1915,629.9999,2.72,0.09427,2.0,0.0,0.0,0.0
1919,669.9999,2.95333,0.0636,2.0,0.0,0.0,0.0
1920,679.9999,2.78,0.04877,2.0,0.0,0.0,0.0
1921,689.9999,2.68,0.10415,2.0,0.0,0.0,0.0
1922,699.9999,2.7,0.0325,2.0,0.0,0.0,0.0
1924,719.9999,2.6066700000000003,0.01635,2.0,0.0,0.0,0.0
1925,729.9999,2.66667,0.08036,2.0,0.0,0.0,0.0
1929,769.9999,2.56,0.04231,2.0,0.0,0.0,0.0
1933,809.9999,2.66,0.11095,2.0,0.0,0.0,0.0
1934,819.9999,2.83333,0.13351,2.0,0.0,0.0,0.0
1935,829.9999,2.68667,0.12774000000000002,2.0,0.0,0.0,0.0
1937,849.9999,2.76,0.09793,2.0,0.0,0.0,0.0
1941,889.9999,2.76667,0.03357,2.0,0.0,0.0,0.0
1942,899.9999,2.85333,0.035660000000000004,2.0,0.0,0.0,0.0
1945,119.9999,4.11333,0.50371,2.0,1.0,1.0,0.0
1946,129.9999,4.0,0.5248,2.0,1.0,0.0,0.0
1947,139.9999,3.88,0.47919,2.0,1.0,0.0,0.0
1952,189.9999,3.74667,0.42129,2.0,1.0,0.0,0.0
1955,219.9999,3.77333,0.33631,2.0,1.0,0.0,0.0
1956,229.9999,3.52667,0.33921,2.0,0.0,0.0,0.0
1960,269.9999,3.44667,0.29437,2.0,0.0,0.0,0.0
1963,299.9999,3.5733300000000003,0.3462,2.0,0.0,0.0,0.0
1964,309.9999,3.6,0.30828,2.0,0.0,0.0,0.0
1965,319.9999,3.5,0.28879,2.0,0.0,0.0,0.0
1966,329.9999,3.54667,0.33464,2.0,0.0,0.0,0.0
1971,379.9999,3.58,0.44153,2.0,0.0,0.0,0.0
1975,419.9999,3.50667,0.33885,2.0,0.0,0.0,0.0
1977,439.9999,3.36,0.34725,2.0,0.0,0.0,0.0
1978,449.9999,3.50667,0.35812,2.0,0.0,0.0,0.0
1979,459.9999,3.62,0.3553,2.0,0.0,0.0,0.0
1982,489.9999,3.62,0.31265,2.0,0.0,0.0,0.0
1984,509.9999,3.50667,0.29205,2.0,0.0,0.0,0.0
1985,519.9999,3.36667,0.29132,2.0,0.0,0.0,0.0
1988,549.9999,3.21333,0.31553000000000003,2.0,0.0,0.0,0.0
1989,559.9999,3.43333,0.31873,2.0,0.0,0.0,0.0
1990,569.9999,3.28,0.33873000000000003,2.0,0.0,0.0,0.0
1991,579.9999,3.37333,0.35262,2.0,0.0,0.0,0.0
1992,589.9999,3.5133300000000003,0.2965,2.0,0.0,0.0,0.0
1995,619.9999,3.56,0.30307,2.0,0.0,0.0,0.0
1997,639.9999,3.26,0.25544,2.0,0.0,0.0,0.0
1999,659.9999,3.2866699999999995,0.21808,2.0,0.0,0.0,0.0
2001,679.9999,3.32,0.18076,2.0,0.0,0.0,0.0
2002,689.9999,3.36667,0.23078,2.0,0.0,0.0,0.0
2004,709.9999,3.46667,0.28325,2.0,0.0,0.0,0.0
2005,719.9999,3.30667,0.23589,2.0,0.0,0.0,0.0
2006,729.9999,3.26667,0.22875,2.0,0.0,0.0,0.0
2008,749.9999,3.20667,0.24847,2.0,0.0,0.0,0.0
2009,759.9999,3.22,0.20258,2.0,0.0,0.0,0.0
2013,799.9999,3.25333,0.24011,2.0,0.0,0.0,0.0
2014,809.9999,3.22,0.24662,2.0,0.0,0.0,0.0
2015,819.9999,3.32667,0.26367,2.0,0.0,0.0,0.0
2016,829.9999,3.24,0.25695,2.0,0.0,0.0,0.0
2019,859.9999,3.33333,0.23172,2.0,0.0,0.0,0.0
2020,869.9999,3.37333,0.19948,2.0,0.0,0.0,0.0
2021,879.9999,3.33333,0.19815,2.0,0.0,0.0,0.0
2022,889.9999,3.44,0.18885,2.0,0.0,0.0,0.0
2024,99.9999,4.42667,0.6278699999999999,2.0,2.0,1.0,0.0
2027,129.9999,4.06,0.47358,2.0,1.0,1.0,0.0
2028,139.9999,4.013330000000002,0.48026,2.0,1.0,1.0,0.0
2031,169.9999,3.95333,0.48524,2.0,1.0,0.0,0.0
2032,179.9999,4.04,0.43355,2.0,1.0,1.0,0.0
2035,209.9999,3.92667,0.41499,2.0,1.0,0.0,0.0
2036,219.9999,3.76,0.41558,2.0,1.0,0.0,0.0
2038,239.9999,3.60667,0.44799,2.0,1.0,0.0,0.0
2039,249.9999,3.56667,0.41914,2.0,1.0,0.0,0.0
2043,289.9999,3.5133300000000003,0.34149,2.0,0.0,0.0,0.0
2046,319.9999,3.33333,0.25467,2.0,0.0,0.0,0.0
2050,359.9999,3.4933300000000003,0.30023,2.0,0.0,0.0,0.0
2052,379.9999,3.46667,0.33482,2.0,0.0,0.0,0.0
2053,389.9999,3.66667,0.41142,2.0,0.0,0.0,0.0
2057,429.9999,3.64,0.31217,2.0,0.0,0.0,0.0
2058,439.9999,3.58667,0.33861,2.0,0.0,0.0,0.0
2062,479.9999,3.46,0.37644,2.0,0.0,0.0,0.0
2064,499.9999,3.38,0.28725,2.0,0.0,0.0,0.0
2068,539.9999,3.23333,0.26591,2.0,0.0,0.0,0.0
2069,549.9999,3.25333,0.33715,2.0,0.0,0.0,0.0
2070,559.9999,3.38,0.28897,2.0,0.0,0.0,0.0
2071,569.9999,3.32,0.28664,2.0,0.0,0.0,0.0
2073,589.9999,3.22667,0.21139,2.0,0.0,0.0,0.0
2074,599.9999,3.24,0.20338,2.0,0.0,0.0,0.0
2076,619.9999,3.4733300000000003,0.27109,2.0,0.0,0.0,0.0
2077,629.9999,3.35333,0.25205,2.0,0.0,0.0,0.0
2078,639.9999,3.12,0.15719,2.0,0.0,0.0,0.0
2079,649.9999,3.34,0.20191,2.0,0.0,0.0,0.0
2080,659.9999,3.35333,0.19507,2.0,0.0,0.0,0.0
2081,669.9999,3.32,0.2449,2.0,0.0,0.0,0.0
2083,689.9999,3.45333,0.3966,2.0,0.0,0.0,0.0
2084,699.9999,3.56,0.31155,2.0,0.0,0.0,0.0
2085,709.9999,3.38667,0.30915,2.0,0.0,0.0,0.0
2091,769.9999,3.43333,0.25921,2.0,0.0,0.0,0.0
2092,779.9999,3.38,0.28495,2.0,0.0,0.0,0.0
2095,809.9999,3.42,0.28946,2.0,0.0,0.0,0.0
2096,819.9999,3.36667,0.25766,2.0,0.0,0.0,0.0
2097,829.9999,3.4733300000000003,0.29561,2.0,0.0,0.0,0.0
2102,879.9999,3.17333,0.25346,2.0,0.0,0.0,0.0
2104,899.9999,3.28,0.27397,2.0,0.0,0.0,0.0
2106,109.9999,2.15333,0.06907,2.0,0.0,0.0,0.0
2108,129.9999,2.34667,0.14651,2.0,0.0,0.0,0.0
2109,139.9999,2.48,0.08615,2.0,0.0,0.0,0.0
2111,159.9999,2.25333,0.07141,2.0,0.0,0.0,0.0
2112,169.9999,2.27333,0.03534,2.0,0.0,0.0,0.0
2115,199.9999,2.32667,0.0518,2.0,0.0,0.0,0.0
2116,209.9999,2.38,0.05608,2.0,0.0,0.0,0.0
2117,219.9999,2.36667,0.07704,2.0,0.0,0.0,0.0
2119,239.9999,2.5,0.05268,2.0,0.0,0.0,0.0
2120,249.9999,2.36667,0.06582,2.0,0.0,0.0,0.0
2121,259.9999,2.56,0.06946000000000001,2.0,0.0,0.0,0.0
2122,269.9999,2.41333,0.13038,2.0,0.0,0.0,0.0
2123,279.9999,2.5,0.09594,2.0,0.0,0.0,0.0
2127,319.9999,2.68667,0.03949,2.0,0.0,0.0,0.0
2133,379.9999,2.55333,0.03074,2.0,0.0,0.0,0.0
2139,439.9999,2.78,0.04141,2.0,0.0,0.0,0.0
2140,449.9999,2.79333,0.04549,2.0,0.0,0.0,0.0
2143,479.9999,2.76,0.04608,2.0,0.0,0.0,0.0
2144,489.9999,2.76667,0.0349,2.0,0.0,0.0,0.0
2145,499.9999,2.71333,0.01381,2.0,0.0,0.0,0.0
2146,509.9999,2.77333,0.09584,2.0,0.0,0.0,0.0
2152,569.9999,2.81333,0.11242,2.0,0.0,0.0,0.0
2154,589.9999,2.68667,0.09332,2.0,0.0,0.0,0.0
2155,599.9999,2.63333,0.0464,2.0,0.0,0.0,0.0
2161,659.9999,2.72667,0.07115,2.0,0.0,0.0,0.0
2163,679.9999,2.81333,0.08674,2.0,0.0,0.0,0.0
2164,689.9999,2.71333,0.1093,2.0,0.0,0.0,0.0
2166,709.9999,2.94,0.09474,2.0,0.0,0.0,0.0
2167,719.9999,2.75333,0.05741,2.0,0.0,0.0,0.0
2168,729.9999,2.62,0.01601,2.0,0.0,0.0,0.0
2172,769.9999,2.96667,0.08362,2.0,0.0,0.0,0.0
2173,779.9999,2.84,0.06091,2.0,0.0,0.0,0.0
2174,789.9999,2.88,0.10244,2.0,0.0,0.0,0.0
2175,799.9999,2.8,0.04483,2.0,0.0,0.0,0.0
2176,809.9999,2.82,0.052979999999999985,2.0,0.0,0.0,0.0
2177,819.9999,2.81333,0.12282,2.0,0.0,0.0,0.0
2180,849.9999,2.80667,0.09439,2.0,0.0,0.0,0.0
2183,879.9999,2.83333,0.0463,2.0,0.0,0.0,0.0
2184,889.9999,2.63333,0.05932000000000001,2.0,0.0,0.0,0.0
2186,89.9999,1.68667,0.11045,1.0,0.0,0.0,0.0
2191,239.9999,1.58,0.04095,1.0,0.0,0.0,0.0
2192,269.9999,1.62667,0.03323,1.0,0.0,0.0,0.0
2196,389.9999,1.58,0.0119,1.0,0.0,0.0,0.0
2199,479.9999,1.62,0.02747,1.0,0.0,0.0,0.0
2200,509.9999,1.78667,0.02969,1.0,0.0,0.0,0.0
2202,569.9999,1.78667,0.02349,1.0,0.0,0.0,0.0
2203,599.9999,1.56,0.04374,1.0,0.0,0.0,0.0
2207,719.9999,1.71333,0.07127,1.0,0.0,0.0,0.0
2208,749.9999,1.6,0.0152,1.0,0.0,0.0,0.0
2209,779.9999,1.72,0.0349,1.0,0.0,0.0,0.0
2212,869.9999,1.66,0.12381,1.0,0.0,0.0,0.0
2213,99.9999,5.54667,0.99502,4.0,0.0,2.0,2.0
2214,104.9999,5.54667,0.99053,4.0,0.0,2.0,2.0
2215,109.9999,5.54667,0.99352,4.0,1.0,2.0,2.0
2216,114.9999,5.53333,0.98671,4.0,1.0,1.0,2.0
2217,119.9999,5.54667,0.99232,4.0,1.0,2.0,2.0
2218,124.9999,5.54667,0.99478,4.0,1.0,2.0,2.0
2219,129.9999,5.54667,0.99378,4.0,1.0,2.0,2.0
2220,134.9999,5.54667,0.99509,4.0,1.0,2.0,2.0
2221,139.9999,5.54667,0.99361,4.0,1.0,2.0,1.0
2222,144.9999,5.54667,0.99336,4.0,1.0,2.0,2.0
2223,149.9999,5.54667,0.9953,4.0,1.0,2.0,2.0
2224,154.9999,5.54667,0.99345,4.0,1.0,2.0,2.0
2225,159.9999,5.54667,0.99614,4.0,1.0,2.0,2.0
2226,164.9999,5.54667,0.99195,4.0,1.0,2.0,2.0
2227,169.9999,5.54667,0.99587,4.0,1.0,2.0,2.0
2228,174.9999,5.54667,0.99553,4.0,1.0,2.0,2.0
2229,179.9999,5.54667,0.9964,4.0,1.0,2.0,2.0
2230,184.9999,5.54667,0.99428,4.0,1.0,2.0,2.0
2231,189.9999,5.54667,0.9944,4.0,1.0,2.0,2.0
2232,194.9999,5.54667,0.99457,4.0,2.0,2.0,2.0
2233,199.9999,5.54667,0.99476,4.0,2.0,2.0,2.0
2235,209.9999,5.54667,0.99475,4.0,2.0,2.0,2.0
2236,214.9999,5.54667,0.99544,4.0,1.0,2.0,2.0
2237,219.9999,5.54667,0.99494,4.0,2.0,2.0,2.0
2238,224.9999,5.54667,0.99282,4.0,2.0,2.0,2.0
2239,229.9999,5.54667,0.99263,4.0,2.0,2.0,1.0
2240,234.9999,5.54667,0.99398,4.0,2.0,2.0,1.0
2241,239.9999,5.54667,0.98965,4.0,2.0,1.0,1.0
2242,244.9999,5.54667,0.9940000000000001,4.0,2.0,2.0,2.0
2243,249.9999,5.54667,0.99273,4.0,2.0,2.0,2.0
2244,254.9999,5.54667,0.99598,4.0,2.0,2.0,2.0
2245,259.9999,5.54667,0.99407,4.0,2.0,2.0,2.0
2246,264.9999,5.54667,0.99506,4.0,2.0,2.0,2.0
2247,269.9999,5.54667,0.99228,4.0,2.0,2.0,2.0
2248,274.9999,5.54667,0.99293,4.0,2.0,2.0,2.0
2249,279.9999,5.54667,0.99615,4.0,2.0,2.0,2.0
2250,284.9999,5.54667,0.99368,4.0,2.0,2.0,2.0
2251,289.9999,5.54667,0.99514,4.0,2.0,2.0,2.0
2252,294.9999,5.54667,0.99517,4.0,2.0,2.0,2.0
2253,299.9999,5.54667,0.99115,4.0,2.0,2.0,2.0
2254,304.9999,5.53333,0.9856,4.0,2.0,1.0,2.0
2255,309.9999,5.54667,0.99547,4.0,2.0,2.0,2.0
2256,314.9999,5.54667,0.99329,4.0,2.0,2.0,2.0
2257,319.9999,5.54667,0.99505,4.0,2.0,2.0,2.0
2258,324.9999,5.54,0.99303,4.0,2.0,2.0,2.0
2259,329.9999,5.526669999999998,0.9858,4.0,2.0,1.0,2.0
2260,334.9999,5.526669999999998,0.98748,4.0,2.0,1.0,2.0
2261,339.9999,5.526669999999998,0.98577,4.0,1.0,1.0,2.0
2262,344.9999,5.54,0.99618,4.0,2.0,2.0,2.0
2263,349.9999,5.54,0.99536,4.0,2.0,2.0,2.0
2264,354.9999,5.54,0.99593,4.0,2.0,2.0,2.0
2265,359.9999,5.54,0.99513,4.0,2.0,2.0,2.0
2266,364.9999,5.54,0.99438,4.0,2.0,2.0,2.0
2267,369.9999,5.54,0.99465,4.0,2.0,2.0,2.0
2268,374.9999,5.54,0.99412,4.0,2.0,2.0,2.0
2269,379.9999,5.54,0.99442,4.0,2.0,2.0,2.0
2270,384.9999,5.54,0.99502,4.0,2.0,2.0,2.0
2271,389.9999,5.54,0.99415,4.0,2.0,2.0,2.0
2272,394.9999,5.54,0.9940000000000001,4.0,2.0,2.0,2.0
2273,399.9999,5.54,0.99425,4.0,2.0,2.0,2.0
2274,404.9999,5.54,0.99483,4.0,1.0,2.0,2.0
2275,409.9999,5.54,0.99586,4.0,2.0,2.0,2.0
2276,414.9999,5.54,0.99502,4.0,2.0,2.0,2.0
2277,419.9999,5.54,0.99267,4.0,2.0,2.0,2.0
2278,424.9999,5.54,0.99557,4.0,2.0,2.0,2.0
2279,429.9999,5.54,0.99475,4.0,1.0,2.0,2.0
2280,434.9999,5.54,0.99442,4.0,1.0,2.0,2.0
2281,439.9999,5.54,0.99411,4.0,1.0,2.0,2.0
2282,444.9999,5.54,0.99091,4.0,2.0,2.0,2.0
2283,449.9999,5.54,0.99541,4.0,2.0,2.0,2.0
2284,454.9999,5.54,0.99135,4.0,2.0,2.0,2.0
2285,459.9999,5.54,0.99536,4.0,2.0,2.0,2.0
2286,464.9999,5.54,0.99391,4.0,2.0,2.0,2.0
2287,469.9999,5.54,0.99463,4.0,2.0,2.0,2.0
2288,474.9999,5.54,0.99454,4.0,2.0,2.0,2.0
2290,484.9999,5.54,0.99198,4.0,2.0,2.0,2.0
2291,489.9999,5.54,0.99455,4.0,2.0,2.0,2.0
2292,494.9999,5.54,0.99308,4.0,2.0,2.0,2.0
2294,504.9999,5.54,0.99365,4.0,2.0,2.0,2.0
2295,509.9999,5.54,0.99411,4.0,2.0,2.0,2.0
2296,514.9999,5.54,0.99565,4.0,2.0,2.0,2.0
2297,519.9999,5.54,0.99559,4.0,2.0,2.0,2.0
2298,524.9999,5.54,0.99467,4.0,2.0,2.0,2.0
2299,529.9999,5.54,0.99252,4.0,2.0,2.0,2.0
2300,534.9999,5.54,0.99415,4.0,2.0,2.0,2.0
2301,539.9999,5.54,0.99247,4.0,2.0,2.0,2.0
2302,544.9999,5.54,0.99514,4.0,2.0,2.0,2.0
2303,549.9999,5.54,0.99533,4.0,2.0,2.0,2.0
2304,554.9999,5.54,0.99106,4.0,2.0,2.0,2.0
2305,559.9999,5.54,0.99548,4.0,2.0,2.0,2.0
2306,564.9999,5.54,0.99325,4.0,2.0,2.0,2.0
2307,569.9999,5.54,0.99186,4.0,2.0,2.0,2.0
2308,574.9999,5.526669999999998,0.9901,4.0,2.0,2.0,2.0
2309,579.9999,5.526669999999998,0.98869,4.0,2.0,1.0,2.0
2310,584.9999,5.54667,0.99619,4.0,2.0,2.0,2.0
2311,589.9999,5.54667,0.99518,4.0,2.0,2.0,2.0
2312,594.9999,5.54667,0.99504,4.0,2.0,2.0,2.0
2313,599.9999,5.54667,0.98997,4.0,2.0,1.0,2.0
2314,604.9999,5.54667,0.99352,4.0,2.0,2.0,2.0
2315,609.9999,5.54667,0.99442,4.0,2.0,2.0,2.0
2317,619.9999,5.54667,0.99516,4.0,2.0,2.0,2.0
2318,624.9999,5.54667,0.99525,4.0,2.0,2.0,2.0
2319,629.9999,5.54667,0.99318,4.0,2.0,2.0,2.0
2320,634.9999,5.54667,0.99301,4.0,2.0,2.0,2.0
2321,639.9999,5.54667,0.99375,4.0,2.0,2.0,2.0
2322,644.9999,5.54667,0.99567,4.0,2.0,2.0,2.0
2323,649.9999,5.54667,0.99411,4.0,2.0,2.0,2.0
2324,654.9999,5.54667,0.99537,4.0,2.0,2.0,2.0
2325,659.9999,5.54667,0.99568,4.0,2.0,2.0,2.0
2326,664.9999,5.54667,0.99513,4.0,2.0,2.0,2.0
2327,669.9999,5.54667,0.99523,4.0,2.0,2.0,2.0
2328,674.9999,5.54667,0.99612,4.0,2.0,2.0,2.0
2329,679.9999,5.54667,0.99188,4.0,1.0,2.0,2.0
2330,684.9999,5.54667,0.99419,4.0,2.0,2.0,2.0
2331,689.9999,5.54667,0.99577,4.0,2.0,2.0,2.0
2332,694.9999,5.54667,0.99182,4.0,2.0,2.0,2.0
2333,699.9999,5.54667,0.9933,4.0,1.0,2.0,1.0
2334,704.9999,5.54667,0.99379,4.0,2.0,2.0,2.0
2335,709.9999,5.54667,0.99378,4.0,2.0,2.0,2.0
2336,714.9999,5.53333,0.98583,4.0,2.0,1.0,2.0
2337,719.9999,5.54667,0.99578,4.0,2.0,2.0,2.0
2338,724.9999,5.54667,0.99517,4.0,2.0,2.0,2.0
2339,729.9999,5.53333,0.99122,4.0,2.0,2.0,2.0
2340,734.9999,5.54667,0.99547,4.0,2.0,2.0,1.0
2341,739.9999,5.54667,0.99601,4.0,2.0,2.0,2.0
2342,744.9999,5.54667,0.99512,4.0,2.0,2.0,2.0
2343,749.9999,5.54667,0.99466,4.0,2.0,2.0,2.0
2344,754.9999,5.54667,0.99594,4.0,2.0,2.0,2.0
2345,759.9999,5.54667,0.99469,4.0,2.0,2.0,2.0
2346,764.9999,5.54667,0.99356,4.0,2.0,2.0,2.0
2347,769.9999,5.54667,0.99538,4.0,2.0,2.0,2.0
2348,774.9999,5.54667,0.99463,4.0,2.0,2.0,2.0
2349,779.9999,5.54667,0.99476,4.0,2.0,2.0,2.0
2350,784.9999,5.54667,0.99302,4.0,2.0,2.0,2.0
2351,789.9999,5.54667,0.99436,4.0,2.0,2.0,2.0
2352,794.9999,5.54667,0.99272,4.0,2.0,2.0,2.0
2353,799.9999,5.54667,0.98967,4.0,2.0,1.0,2.0
2354,804.9999,5.54667,0.99014,4.0,2.0,2.0,2.0
2355,809.9999,5.54667,0.99429,4.0,2.0,2.0,2.0
2356,814.9999,5.54667,0.99538,4.0,1.0,2.0,2.0
2357,819.9999,5.54667,0.99578,4.0,2.0,2.0,2.0
2358,824.9999,5.54667,0.9904,4.0,2.0,2.0,2.0
2359,829.9999,5.54667,0.9935,4.0,2.0,2.0,2.0
2360,834.9999,5.526669999999998,0.98791,4.0,2.0,1.0,2.0
2361,839.9999,5.54667,0.99554,4.0,2.0,2.0,2.0
2362,844.9999,5.54667,0.99278,4.0,2.0,2.0,2.0
2363,849.9999,5.54667,0.99436,4.0,2.0,2.0,2.0
2364,854.9999,5.54667,0.99416,4.0,2.0,2.0,2.0
2365,859.9999,5.54667,0.99438,4.0,2.0,2.0,2.0
2366,864.9999,5.54667,0.99149,4.0,2.0,2.0,2.0
2367,869.9999,5.54667,0.99573,4.0,2.0,2.0,2.0
2368,874.9999,5.54667,0.99467,4.0,2.0,2.0,2.0
2369,879.9999,5.54667,0.99595,4.0,2.0,2.0,2.0
2370,884.9999,5.54667,0.99368,4.0,2.0,2.0,2.0
2371,889.9999,5.54667,0.99374,4.0,2.0,2.0,2.0
2372,894.9999,5.54667,0.99485,4.0,2.0,2.0,2.0
2373,899.9999,5.54667,0.99542,4.0,1.0,2.0,2.0
2374,99.9999,4.92667,0.1292,4.0,0.0,1.0,1.0
2380,159.9999,4.92,0.14382,4.0,1.0,1.0,1.0
2383,189.9999,4.94,0.13291,4.0,1.0,1.0,1.0
2384,199.9999,4.92,0.15381,4.0,1.0,1.0,1.0
2386,219.9999,4.98,0.13489,4.0,1.0,1.0,1.0
2387,229.9999,4.98,0.14071,4.0,1.0,1.0,1.0
2388,239.9999,4.96,0.14177,4.0,1.0,1.0,1.0
2389,249.9999,4.95333,0.15317,4.0,1.0,1.0,1.0
2390,259.9999,4.94,0.14173,4.0,1.0,1.0,1.0
2391,269.9999,4.96,0.13734000000000002,4.0,1.0,1.0,1.0
2392,279.9999,4.92,0.12615,4.0,1.0,1.0,1.0
2394,299.9999,4.99333,0.13556,4.0,1.0,1.0,1.0
2396,319.9999,4.973330000000002,0.15249,4.0,1.0,1.0,1.0
2397,329.9999,4.96667,0.13414,4.0,1.0,1.0,1.0
2399,349.9999,4.986669999999998,0.14825,4.0,1.0,1.0,1.0
2400,359.9999,4.973330000000002,0.14948,4.0,1.0,1.0,1.0
2402,379.9999,4.986669999999998,0.16729000000000002,4.0,1.0,1.0,1.0
2403,389.9999,4.95333,0.15574000000000002,4.0,1.0,1.0,1.0
2404,399.9999,4.94667,0.14405,4.0,1.0,1.0,1.0
2405,409.9999,4.90667,0.15533,4.0,1.0,1.0,1.0
2406,419.9999,4.95333,0.15417,4.0,1.0,1.0,1.0
2407,429.9999,4.94667,0.1244,4.0,1.0,1.0,1.0
2408,439.9999,4.95333,0.15768,4.0,1.0,1.0,1.0
2409,449.9999,4.96667,0.14927,4.0,1.0,1.0,1.0
2410,459.9999,4.96667,0.13535,4.0,1.0,1.0,1.0
2412,479.9999,4.95333,0.14979,4.0,1.0,1.0,1.0
2414,499.9999,4.96,0.13217,4.0,1.0,1.0,1.0
2417,529.9999,4.96,0.15339,4.0,1.0,1.0,1.0
2418,539.9999,4.96,0.13769,4.0,1.0,1.0,1.0
2420,559.9999,4.98,0.13972,4.0,1.0,1.0,1.0
2422,579.9999,4.94667,0.14570999999999998,4.0,1.0,1.0,1.0
2423,589.9999,4.94,0.12718,4.0,1.0,1.0,1.0
2424,599.9999,4.92667,0.14173,4.0,1.0,1.0,1.0
2428,639.9999,4.98,0.14499,4.0,1.0,1.0,1.0
2429,649.9999,4.96667,0.15335,4.0,1.0,1.0,1.0
2434,699.9999,4.94667,0.1363,4.0,1.0,1.0,1.0
2435,709.9999,4.96667,0.14369,4.0,1.0,1.0,1.0
2437,729.9999,4.95333,0.15615,4.0,1.0,1.0,1.0
2442,779.9999,4.95333,0.14040999999999998,4.0,1.0,1.0,1.0
2444,799.9999,4.94,0.12289,4.0,1.0,1.0,1.0
2445,809.9999,4.986669999999998,0.10538,4.0,1.0,1.0,1.0
2448,839.9999,5.0,0.1553,4.0,1.0,1.0,1.0
2452,879.9999,4.973330000000002,0.16763,4.0,1.0,1.0,1.0
2454,899.9999,4.92667,0.1348,4.0,1.0,1.0,1.0
2455,99.9999,5.56,0.99629,4.0,2.0,2.0,2.0
2456,109.9999,5.56,0.995,4.0,2.0,2.0,2.0
2457,119.9999,5.56,0.99595,4.0,2.0,2.0,2.0
2458,129.9999,5.56,0.9947,4.0,2.0,2.0,2.0
2459,139.9999,5.56,0.99461,4.0,2.0,2.0,2.0
2460,149.9999,5.56,0.99502,4.0,2.0,2.0,2.0
2461,159.9999,5.56,0.99503,4.0,2.0,2.0,2.0
2462,169.9999,5.56,0.9943,4.0,2.0,2.0,2.0
2463,179.9999,5.56,0.99535,4.0,2.0,2.0,2.0
2464,189.9999,5.56,0.99544,4.0,2.0,2.0,2.0
2465,199.9999,5.56,0.99528,4.0,2.0,2.0,2.0
2466,209.9999,5.56,0.99298,4.0,2.0,2.0,2.0
2467,219.9999,5.56,0.99519,4.0,2.0,2.0,2.0
2468,229.9999,5.56,0.99623,4.0,2.0,2.0,2.0
2469,239.9999,5.56,0.99475,4.0,2.0,2.0,2.0
2470,249.9999,5.56,0.99597,4.0,2.0,2.0,2.0
2471,259.9999,5.56,0.99465,4.0,2.0,2.0,2.0
2472,269.9999,5.56,0.99464,4.0,2.0,2.0,2.0
2473,279.9999,5.56,0.99511,4.0,2.0,2.0,2.0
2474,289.9999,5.56,0.99441,4.0,2.0,2.0,2.0
2475,299.9999,5.56,0.99608,4.0,2.0,2.0,2.0
2476,309.9999,5.56,0.99475,4.0,2.0,2.0,2.0
2477,319.9999,5.56,0.99596,4.0,2.0,2.0,2.0
2478,329.9999,5.56,0.99577,4.0,2.0,2.0,2.0
2479,339.9999,5.56,0.99549,4.0,2.0,2.0,2.0
2480,349.9999,5.56,0.99334,4.0,2.0,2.0,2.0
2481,359.9999,5.56,0.99451,4.0,2.0,2.0,2.0
2482,369.9999,5.56,0.99475,4.0,2.0,2.0,2.0
2483,379.9999,5.56,0.99675,4.0,2.0,2.0,2.0
2484,389.9999,5.56,0.99054,4.0,2.0,2.0,2.0
