level_0,Time,C6_avg,psi6,V,S-1,S0
109,544.9999,5.54,0.99514,4.0,2.0,2.0
110,549.9999,5.54,0.99533,4.0,2.0,1.0
111,554.9999,5.54,0.99106,4.0,2.0,2.0
112,559.9999,5.54,0.99548,4.0,2.0,2.0
113,564.9999,5.54,0.99325,4.0,2.0,2.0
114,569.9999,5.54,0.99186,4.0,2.0,2.0
115,574.9999,5.526669999999998,0.9901,4.0,2.0,2.0
116,579.9999,5.526669999999998,0.98869,4.0,1.0,2.0
117,584.9999,5.54667,0.99619,4.0,2.0,2.0
118,589.9999,5.54667,0.99518,4.0,2.0,2.0
119,594.9999,5.54667,0.99504,4.0,2.0,2.0
120,599.9999,5.54667,0.98997,4.0,1.0,2.0
121,604.9999,5.54667,0.99352,4.0,2.0,2.0
122,609.9999,5.54667,0.99442,4.0,2.0,2.0
123,614.9999,5.54667,0.99364,4.0,2.0,2.0
124,619.9999,5.54667,0.99516,4.0,2.0,2.0
125,624.9999,5.54667,0.99525,4.0,2.0,2.0
126,629.9999,5.54667,0.99318,4.0,2.0,2.0
127,634.9999,5.54667,0.99301,4.0,2.0,2.0
128,639.9999,5.54667,0.99375,4.0,2.0,2.0
129,644.9999,5.54667,0.99567,4.0,2.0,2.0
130,649.9999,5.54667,0.99411,4.0,2.0,2.0
131,654.9999,5.54667,0.99537,4.0,2.0,2.0
132,659.9999,5.54667,0.99568,4.0,2.0,2.0
134,669.9999,5.54667,0.99523,4.0,2.0,2.0
135,674.9999,5.54667,0.99612,4.0,2.0,2.0
136,679.9999,5.54667,0.99188,4.0,2.0,2.0
137,684.9999,5.54667,0.99419,4.0,2.0,2.0
138,689.9999,5.54667,0.99577,4.0,2.0,2.0
139,694.9999,5.54667,0.99182,4.0,2.0,2.0
140,699.9999,5.54667,0.9933,4.0,2.0,2.0
141,704.9999,5.54667,0.99379,4.0,2.0,2.0
142,709.9999,5.54667,0.99378,4.0,2.0,2.0
143,714.9999,5.53333,0.98583,4.0,1.0,2.0
144,719.9999,5.54667,0.99578,4.0,2.0,2.0
145,724.9999,5.54667,0.99517,4.0,2.0,2.0
146,729.9999,5.53333,0.99122,4.0,2.0,2.0
147,734.9999,5.54667,0.99547,4.0,2.0,2.0
148,739.9999,5.54667,0.99601,4.0,2.0,2.0
149,744.9999,5.54667,0.99512,4.0,2.0,2.0
151,754.9999,5.54667,0.99594,4.0,2.0,2.0
152,759.9999,5.54667,0.99469,4.0,2.0,2.0
153,764.9999,5.54667,0.99356,4.0,2.0,2.0
154,769.9999,5.54667,0.99538,4.0,2.0,2.0
155,774.9999,5.54667,0.99463,4.0,2.0,2.0
156,779.9999,5.54667,0.99476,4.0,2.0,2.0
157,784.9999,5.54667,0.99302,4.0,2.0,1.0
158,789.9999,5.54667,0.99436,4.0,2.0,2.0
159,794.9999,5.54667,0.99272,4.0,2.0,2.0
160,799.9999,5.54667,0.98967,4.0,1.0,2.0
161,804.9999,5.54667,0.99014,4.0,2.0,2.0
162,809.9999,5.54667,0.99429,4.0,2.0,2.0
163,814.9999,5.54667,0.99538,4.0,2.0,2.0
164,819.9999,5.54667,0.99578,4.0,2.0,2.0
165,824.9999,5.54667,0.9904,4.0,2.0,2.0
166,829.9999,5.54667,0.9935,4.0,2.0,2.0
167,834.9999,5.526669999999998,0.98791,4.0,1.0,2.0
168,839.9999,5.54667,0.99554,4.0,2.0,2.0
169,844.9999,5.54667,0.99278,4.0,2.0,2.0
170,849.9999,5.54667,0.99436,4.0,2.0,2.0
171,854.9999,5.54667,0.99416,4.0,2.0,2.0
172,859.9999,5.54667,0.99438,4.0,2.0,2.0
173,864.9999,5.54667,0.99149,4.0,2.0,2.0
174,869.9999,5.54667,0.99573,4.0,2.0,2.0
175,874.9999,5.54667,0.99467,4.0,2.0,2.0
176,879.9999,5.54667,0.99595,4.0,2.0,2.0
177,884.9999,5.54667,0.99368,4.0,2.0,2.0
178,889.9999,5.54667,0.99374,4.0,2.0,2.0
179,894.9999,5.54667,0.99485,4.0,2.0,2.0
180,899.9999,5.54667,0.99542,4.0,2.0,2.0
181,904.9999,5.54667,0.99552,4.0,2.0,2.0
182,909.9999,5.54667,0.99361,4.0,2.0,2.0
183,914.9999,5.54667,0.99605,4.0,2.0,2.0
184,919.9999,5.54667,0.99492,4.0,2.0,2.0
185,924.9999,5.54667,0.99426,4.0,2.0,2.0
186,929.9999,5.54667,0.9951,4.0,2.0,2.0
187,934.9999,5.54667,0.99423,4.0,2.0,2.0
188,939.9999,5.54667,0.99613,4.0,2.0,2.0
189,944.9999,5.54667,0.99153,4.0,2.0,2.0
190,949.9999,5.54667,0.99468,4.0,2.0,2.0
193,19.9999,4.92,0.35163,4.0,1.0,1.0
194,29.9999,5.06,0.41266,4.0,1.0,1.0
197,59.9999,5.24667,0.54962,4.0,1.0,1.0
198,69.9999,5.20667,0.57443,4.0,1.0,1.0
199,79.9999,5.22,0.6090899999999999,4.0,1.0,1.0
203,119.9999,5.3133300000000006,0.70296,4.0,1.0,1.0
209,179.9999,5.3933300000000015,0.8310700000000001,4.0,1.0,1.0
210,189.9999,5.3933300000000015,0.83673,4.0,1.0,1.0
211,199.9999,5.3933300000000015,0.8447,4.0,1.0,1.0
212,209.9999,5.3933300000000015,0.83809,4.0,1.0,1.0
213,219.9999,5.38667,0.8488,4.0,1.0,2.0
214,229.9999,5.3533300000000015,0.84225,4.0,1.0,2.0
215,239.9999,5.4,0.8595,4.0,1.0,1.0
216,249.9999,5.42667,0.89502,4.0,1.0,1.0
217,259.9999,5.54,0.98643,4.0,1.0,2.0
218,269.9999,5.56,0.99538,4.0,2.0,2.0
219,279.9999,5.56,0.99669,4.0,2.0,2.0
220,289.9999,5.54667,0.9886,4.0,1.0,2.0
221,299.9999,5.54667,0.98863,4.0,1.0,2.0
222,309.9999,5.5666699999999985,0.99581,4.0,2.0,2.0
223,319.9999,5.5666699999999985,0.9940000000000001,4.0,2.0,2.0
224,329.9999,5.5666699999999985,0.99533,4.0,2.0,2.0
225,339.9999,5.5666699999999985,0.99592,4.0,2.0,2.0
226,349.9999,5.5666699999999985,0.99507,4.0,2.0,2.0
227,359.9999,5.5666699999999985,0.99558,4.0,2.0,2.0
228,369.9999,5.5666699999999985,0.9928,4.0,2.0,2.0
229,379.9999,5.5666699999999985,0.99569,4.0,2.0,2.0
230,389.9999,5.5666699999999985,0.99621,4.0,2.0,2.0
231,399.9999,5.5666699999999985,0.99528,4.0,2.0,2.0
232,409.9999,5.5666699999999985,0.99596,4.0,2.0,2.0
233,419.9999,5.5666699999999985,0.99608,4.0,2.0,2.0
234,429.9999,5.5666699999999985,0.99516,4.0,2.0,2.0
235,439.9999,5.5666699999999985,0.99608,4.0,2.0,2.0
236,449.9999,5.5666699999999985,0.99553,4.0,2.0,2.0
237,459.9999,5.5666699999999985,0.99531,4.0,2.0,2.0
238,469.9999,5.5666699999999985,0.99569,4.0,2.0,2.0
239,479.9999,5.5666699999999985,0.99309,4.0,2.0,2.0
240,489.9999,5.5666699999999985,0.99647,4.0,2.0,2.0
241,499.9999,5.5666699999999985,0.99665,4.0,2.0,2.0
242,509.9999,5.5666699999999985,0.9947,4.0,2.0,2.0
243,519.9999,5.5666699999999985,0.99622,4.0,2.0,2.0
244,529.9999,5.5666699999999985,0.99556,4.0,2.0,2.0
245,539.9999,5.5666699999999985,0.99492,4.0,2.0,2.0
246,549.9999,5.5666699999999985,0.99281,4.0,2.0,2.0
247,559.9999,5.5666699999999985,0.99647,4.0,2.0,2.0
248,569.9999,5.5666699999999985,0.99605,4.0,2.0,2.0
249,579.9999,5.5666699999999985,0.9951,4.0,2.0,2.0
250,589.9999,5.5666699999999985,0.99561,4.0,2.0,2.0
251,599.9999,5.5666699999999985,0.99503,4.0,2.0,2.0
252,609.9999,5.5666699999999985,0.9937,4.0,2.0,2.0
253,619.9999,5.5666699999999985,0.99573,4.0,2.0,2.0
254,629.9999,5.5666699999999985,0.99438,4.0,2.0,2.0
255,639.9999,5.5666699999999985,0.99549,4.0,2.0,2.0
256,649.9999,5.5666699999999985,0.99531,4.0,2.0,2.0
257,659.9999,5.5666699999999985,0.99525,4.0,2.0,2.0
258,669.9999,5.5666699999999985,0.99541,4.0,2.0,2.0
259,679.9999,5.5666699999999985,0.99543,4.0,2.0,2.0
260,689.9999,5.5666699999999985,0.99496,4.0,2.0,2.0
261,699.9999,5.5666699999999985,0.99489,4.0,2.0,2.0
262,709.9999,5.5666699999999985,0.99638,4.0,2.0,2.0
263,719.9999,5.5666699999999985,0.99596,4.0,2.0,2.0
264,729.9999,5.5666699999999985,0.99576,4.0,2.0,2.0
265,739.9999,5.5666699999999985,0.99524,4.0,2.0,2.0
266,749.9999,5.5666699999999985,0.99663,4.0,2.0,2.0
267,759.9999,5.5666699999999985,0.9969,4.0,2.0,2.0
268,769.9999,5.5666699999999985,0.99623,4.0,2.0,2.0
269,779.9999,5.5666699999999985,0.99602,4.0,2.0,2.0
270,789.9999,5.5666699999999985,0.99436,4.0,2.0,2.0
271,799.9999,5.57333,0.99541,4.0,2.0,2.0
272,809.9999,5.57333,0.99642,4.0,2.0,2.0
273,819.9999,5.57333,0.99618,4.0,2.0,2.0
274,829.9999,5.57333,0.99572,4.0,2.0,2.0
275,839.9999,5.57333,0.99562,4.0,2.0,2.0
276,849.9999,5.57333,0.99489,4.0,2.0,2.0
277,859.9999,5.57333,0.99637,4.0,2.0,2.0
278,869.9999,5.57333,0.9963,4.0,2.0,2.0
279,879.9999,5.57333,0.99404,4.0,2.0,2.0
280,889.9999,5.57333,0.99463,4.0,2.0,2.0
281,899.9999,5.57333,0.99513,4.0,2.0,2.0
282,909.9999,5.57333,0.99192,4.0,2.0,2.0
283,919.9999,5.57333,0.99529,4.0,2.0,2.0
284,929.9999,5.57333,0.99455,4.0,2.0,2.0
285,939.9999,5.57333,0.99439,4.0,2.0,2.0
286,949.9999,5.57333,0.99501,4.0,2.0,2.0
290,29.9999,4.96,0.14346,4.0,1.0,1.0
292,49.9999,4.95333,0.14645999999999998,4.0,1.0,1.0
297,99.9999,5.00667,0.20764,4.0,1.0,1.0
298,109.9999,4.99333,0.20084,4.0,1.0,1.0
300,129.9999,5.013330000000002,0.19102,4.0,1.0,1.0
301,139.9999,5.00667,0.17873,4.0,1.0,1.0
309,219.9999,5.06,0.24665,4.0,1.0,1.0
310,229.9999,5.07333,0.26134,4.0,1.0,1.0
312,249.9999,5.09333,0.25475,4.0,1.0,1.0
316,289.9999,5.12,0.27802,4.0,1.0,1.0
321,339.9999,5.15333,0.28677,4.0,1.0,1.0
322,349.9999,5.19333,0.34647,4.0,1.0,1.0
323,359.9999,5.15333,0.33493,4.0,1.0,1.0
324,369.9999,5.19333,0.37021,4.0,1.0,1.0
326,389.9999,5.3133300000000006,0.44872,4.0,1.0,1.0
327,399.9999,5.28,0.43541,4.0,1.0,1.0
328,409.9999,5.26,0.44124,4.0,1.0,1.0
329,419.9999,5.2733300000000005,0.44336,4.0,1.0,1.0
330,429.9999,5.3,0.46327,4.0,1.0,1.0
333,459.9999,5.28,0.43847,4.0,1.0,1.0
337,499.9999,5.32667,0.44337,4.0,1.0,1.0
339,519.9999,5.3,0.44999,4.0,1.0,1.0
346,589.9999,5.29333,0.4228,4.0,1.0,1.0
347,599.9999,5.32,0.42086,4.0,1.0,1.0
351,639.9999,5.28667,0.43407,4.0,1.0,1.0
354,669.9999,5.3133300000000006,0.42995,4.0,1.0,1.0
355,679.9999,5.29333,0.42564,4.0,1.0,1.0
356,689.9999,5.30667,0.4506,4.0,1.0,1.0
357,699.9999,5.28,0.43944,4.0,1.0,1.0
358,709.9999,5.32,0.4588100000000001,4.0,1.0,1.0
361,739.9999,5.29333,0.44643,4.0,1.0,1.0
362,749.9999,5.28667,0.42491,4.0,1.0,1.0
363,759.9999,5.32,0.43669,4.0,1.0,1.0
367,799.9999,5.32667,0.43876,4.0,1.0,1.0
369,819.9999,5.32667,0.45354,4.0,1.0,1.0
370,829.9999,5.28667,0.44893,4.0,1.0,1.0
371,839.9999,5.3133300000000006,0.44548,4.0,1.0,1.0
372,849.9999,5.28667,0.43394,4.0,1.0,1.0
374,869.9999,5.3,0.42181,4.0,1.0,1.0
378,909.9999,5.32,0.44912,4.0,1.0,1.0
380,929.9999,5.28667,0.42935,4.0,1.0,1.0
382,949.9999,5.3,0.42729,4.0,1.0,1.0
384,9.9999,4.973330000000002,0.13502999999999998,4.0,1.0,1.0
385,19.9999,4.986669999999998,0.11464,4.0,1.0,1.0
388,49.9999,4.95333,0.15978,4.0,1.0,1.0
389,59.9999,4.99333,0.13874,4.0,1.0,1.0
390,69.9999,4.9333300000000015,0.13359,4.0,1.0,1.0
392,89.9999,4.95333,0.12724000000000002,4.0,1.0,1.0
393,99.9999,4.91333,0.14556,4.0,1.0,1.0
394,109.9999,4.91333,0.13932,4.0,1.0,1.0
395,119.9999,4.94,0.12647,4.0,1.0,1.0
396,129.9999,4.95333,0.13988,4.0,1.0,1.0
397,139.9999,4.94667,0.13798,4.0,1.0,1.0
399,159.9999,4.95333,0.13801,4.0,1.0,1.0
400,169.9999,4.92667,0.15119000000000002,4.0,1.0,1.0
402,189.9999,4.9333300000000015,0.1332,4.0,1.0,1.0
404,209.9999,4.96667,0.12968,4.0,1.0,1.0
405,219.9999,4.95333,0.14622000000000002,4.0,1.0,1.0
407,239.9999,4.92667,0.1507,4.0,1.0,1.0
409,259.9999,4.96,0.14034000000000002,4.0,1.0,1.0
412,289.9999,4.95333,0.15481,4.0,1.0,1.0
413,299.9999,4.95333,0.1359,4.0,1.0,1.0
414,309.9999,4.96,0.14034000000000002,4.0,1.0,1.0
415,319.9999,4.92,0.13452,4.0,1.0,1.0
418,349.9999,4.96,0.13151,4.0,1.0,1.0
419,359.9999,4.95333,0.13951,4.0,1.0,1.0
421,379.9999,4.94667,0.14068,4.0,1.0,1.0
422,389.9999,4.94,0.1411,4.0,1.0,1.0
426,429.9999,4.96,0.13660999999999998,4.0,1.0,1.0
427,439.9999,4.94667,0.1286,4.0,1.0,1.0
428,449.9999,4.94,0.13737,4.0,1.0,1.0
429,459.9999,4.94,0.13785,4.0,1.0,1.0
430,469.9999,4.94667,0.13212000000000002,4.0,1.0,1.0
432,489.9999,4.94,0.14449,4.0,1.0,1.0
434,509.9999,4.94667,0.14987,4.0,1.0,1.0
436,529.9999,4.96667,0.14049,4.0,1.0,1.0
437,539.9999,4.94,0.14344,4.0,1.0,1.0
438,549.9999,4.96667,0.11654,4.0,1.0,1.0
439,559.9999,4.96667,0.15055,4.0,1.0,1.0
440,569.9999,4.95333,0.14168,4.0,1.0,1.0
441,579.9999,4.94667,0.14674,4.0,1.0,1.0
442,589.9999,4.95333,0.14652,4.0,1.0,1.0
444,609.9999,4.92,0.1253,4.0,1.0,1.0
446,629.9999,4.94,0.13177,4.0,1.0,1.0
448,649.9999,4.9333300000000015,0.15400999999999998,4.0,1.0,1.0
450,669.9999,4.94,0.15212,4.0,1.0,1.0
451,679.9999,4.92667,0.14265,4.0,1.0,1.0
452,689.9999,4.9333300000000015,0.13143,4.0,1.0,1.0
455,719.9999,4.96667,0.1214,4.0,1.0,1.0
458,749.9999,4.92,0.13804,4.0,1.0,1.0
459,759.9999,4.94,0.13931,4.0,1.0,1.0
467,839.9999,4.94,0.14346,4.0,1.0,1.0
468,849.9999,4.92,0.13326,4.0,1.0,1.0
472,889.9999,4.9333300000000015,0.12697999999999998,4.0,1.0,1.0
474,909.9999,4.94667,0.15654,4.0,1.0,1.0
475,919.9999,4.95333,0.12868,4.0,1.0,1.0
477,939.9999,4.94667,0.15565,4.0,1.0,1.0
478,949.9999,4.95333,0.12358,4.0,1.0,1.0
480,9.9999,4.66,0.33254,4.0,1.0,1.0
481,19.9999,5.26,0.6362300000000001,4.0,1.0,2.0
482,29.9999,5.3133300000000006,0.78872,4.0,1.0,2.0
483,39.9999,5.4,0.8783799999999999,4.0,1.0,2.0
485,59.9999,5.486669999999998,0.98706,4.0,1.0,2.0
486,69.9999,5.50667,0.99138,4.0,2.0,2.0
487,79.9999,5.50667,0.99174,4.0,2.0,2.0
488,89.9999,5.50667,0.99481,4.0,2.0,2.0
489,99.9999,5.486669999999998,0.98689,4.0,1.0,2.0
490,109.9999,5.50667,0.99186,4.0,2.0,2.0
491,119.9999,5.513330000000002,0.99328,4.0,2.0,2.0
492,129.9999,5.513330000000002,0.99502,4.0,2.0,2.0
493,139.9999,5.49333,0.9906,4.0,2.0,2.0
495,159.9999,5.513330000000002,0.99313,4.0,2.0,2.0
496,169.9999,5.513330000000002,0.99549,4.0,2.0,2.0
498,189.9999,5.513330000000002,0.99327,4.0,2.0,2.0
499,199.9999,5.5,0.98856,4.0,1.0,2.0
500,209.9999,5.513330000000002,0.99509,4.0,2.0,2.0
501,219.9999,5.513330000000002,0.99479,4.0,2.0,2.0
502,229.9999,5.513330000000002,0.98507,4.0,1.0,2.0
503,239.9999,5.513330000000002,0.99251,4.0,2.0,2.0
504,249.9999,5.513330000000002,0.9942,4.0,2.0,2.0
505,259.9999,5.513330000000002,0.99466,4.0,2.0,2.0
506,269.9999,5.513330000000002,0.99319,4.0,2.0,2.0
507,279.9999,5.50667,0.99029,4.0,2.0,1.0
508,289.9999,5.513330000000002,0.99396,4.0,2.0,2.0
509,299.9999,5.513330000000002,0.99321,4.0,2.0,2.0
510,309.9999,5.513330000000002,0.99681,4.0,2.0,2.0
511,319.9999,5.513330000000002,0.99392,4.0,2.0,2.0
512,329.9999,5.49333,0.98972,4.0,1.0,2.0
513,339.9999,5.513330000000002,0.99583,4.0,2.0,2.0
514,349.9999,5.513330000000002,0.995,4.0,2.0,2.0
515,359.9999,5.513330000000002,0.99447,4.0,2.0,2.0
516,369.9999,5.513330000000002,0.99491,4.0,2.0,2.0
517,379.9999,5.513330000000002,0.99475,4.0,2.0,2.0
518,389.9999,5.513330000000002,0.9954,4.0,2.0,2.0
519,399.9999,5.513330000000002,0.99418,4.0,2.0,2.0
520,409.9999,5.513330000000002,0.99523,4.0,2.0,2.0
521,419.9999,5.513330000000002,0.9931,4.0,2.0,2.0
522,429.9999,5.513330000000002,0.99405,4.0,2.0,2.0
523,439.9999,5.513330000000002,0.99227,4.0,2.0,2.0
524,449.9999,5.513330000000002,0.99295,4.0,2.0,2.0
525,459.9999,5.513330000000002,0.99572,4.0,2.0,2.0
526,469.9999,5.513330000000002,0.99473,4.0,2.0,2.0
527,479.9999,5.513330000000002,0.99234,4.0,2.0,2.0
528,489.9999,5.513330000000002,0.99614,4.0,2.0,2.0
529,499.9999,5.513330000000002,0.99431,4.0,2.0,2.0
530,509.9999,5.513330000000002,0.99525,4.0,2.0,2.0
531,519.9999,5.513330000000002,0.99069,4.0,2.0,2.0
532,529.9999,5.513330000000002,0.99547,4.0,2.0,2.0
533,539.9999,5.513330000000002,0.99171,4.0,2.0,2.0
534,549.9999,5.513330000000002,0.99628,4.0,2.0,2.0
535,559.9999,5.513330000000002,0.99506,4.0,2.0,2.0
536,569.9999,5.513330000000002,0.99386,4.0,2.0,2.0
537,579.9999,5.513330000000002,0.99242,4.0,2.0,2.0
538,589.9999,5.513330000000002,0.99561,4.0,2.0,2.0
539,599.9999,5.513330000000002,0.99286,4.0,2.0,2.0
540,609.9999,5.513330000000002,0.99431,4.0,2.0,2.0
541,619.9999,5.513330000000002,0.99485,4.0,2.0,2.0
542,629.9999,5.513330000000002,0.9943,4.0,2.0,2.0
543,639.9999,5.513330000000002,0.99586,4.0,2.0,2.0
544,649.9999,5.513330000000002,0.99601,4.0,2.0,2.0
545,659.9999,5.513330000000002,0.99515,4.0,2.0,2.0
546,669.9999,5.513330000000002,0.99566,4.0,2.0,2.0
547,679.9999,5.513330000000002,0.99327,4.0,2.0,2.0
548,689.9999,5.513330000000002,0.99383,4.0,2.0,2.0
549,699.9999,5.513330000000002,0.99266,4.0,2.0,2.0
550,709.9999,5.513330000000002,0.99499,4.0,2.0,2.0
551,719.9999,5.513330000000002,0.99524,4.0,2.0,2.0
552,729.9999,5.513330000000002,0.99467,4.0,2.0,2.0
553,739.9999,5.513330000000002,0.99245,4.0,2.0,2.0
554,749.9999,5.513330000000002,0.99517,4.0,2.0,2.0
555,759.9999,5.513330000000002,0.99501,4.0,2.0,2.0
556,769.9999,5.513330000000002,0.9924,4.0,2.0,2.0
557,779.9999,5.513330000000002,0.99545,4.0,2.0,2.0
558,789.9999,5.513330000000002,0.99658,4.0,2.0,2.0
559,799.9999,5.513330000000002,0.99433,4.0,2.0,2.0
560,809.9999,5.513330000000002,0.99426,4.0,2.0,2.0
561,819.9999,5.513330000000002,0.99521,4.0,2.0,2.0
562,829.9999,5.513330000000002,0.99578,4.0,2.0,2.0
563,839.9999,5.513330000000002,0.99579,4.0,2.0,2.0
565,859.9999,5.513330000000002,0.9957,4.0,2.0,2.0
566,869.9999,5.513330000000002,0.99257,4.0,2.0,2.0
567,879.9999,5.52,0.99549,4.0,2.0,2.0
568,889.9999,5.52,0.99377,4.0,2.0,2.0
569,899.9999,5.50667,0.98587,4.0,1.0,2.0
570,909.9999,5.52,0.99524,4.0,2.0,2.0
571,919.9999,5.52,0.99583,4.0,2.0,2.0
572,929.9999,5.52,0.99514,4.0,2.0,2.0
573,939.9999,5.52,0.99535,4.0,2.0,2.0
574,949.9999,5.52,0.99431,4.0,2.0,2.0
576,9.9999,4.63333,0.10196,4.0,1.0,1.0
577,19.9999,4.75333,0.19431,4.0,1.0,1.0
578,29.9999,4.74,0.25934,4.0,1.0,1.0
579,39.9999,4.86,0.35656,4.0,1.0,1.0
580,49.9999,4.91333,0.40824,4.0,1.0,1.0
581,59.9999,4.98,0.47585,4.0,1.0,1.0
583,79.9999,5.22667,0.6742100000000001,4.0,1.0,1.0
584,89.9999,5.2333300000000005,0.67081,4.0,1.0,1.0
585,99.9999,5.2733300000000005,0.6699,4.0,1.0,1.0
